Header	Japanese	Google Translate	Translated
32810750	ここの水は ふしぎな力を⏎もっておる⏸心悪しき者がのむと⏎たちまち木にかわってしまうのだ	The water here has a mysterious power, and if an evil person drinks it, it will instantly turn into a tree.	
32810750	そう、ここの木は すべて⏎もとは人間だった……	Yes, all the trees here were originally humans...	
01810104	(知ってたの?)	(Did you know?)	
09030208	(知っていたらのむものか)	(Would I drink it if I knew?)	
1203030c	(なんて不用心なの!?)	(How careless are you!?)	
09810208	(結果がすべてだ)	(Results are everything)	
32810750	さあ、ノドをうるおしたなら⏎この泉から立ち去ってくれ⏸人間とかかわると⏎ろくな事がない	Now, if you've quenched your throat, ⏎get away from this fountain.⏎When you interact with humans, ⏎things don't go well.	
01810104	かんげいされていないね	You're not paying attention to it.	
1103030c	どっちにしても⏎ゆっくりなんてできないでしょ?	Either way, you can't take it slow, right?	
09030208	あれを見ろ……	Look at that...	
01810104	……あれが きょうふの山?	...Is that Kyofu Mountain?	
09030208	おそらくな	Probably	
09030208	水をのんだら長居は無用。⏎さっさと出発だ	There's no need to stay long after drinking water. ⏎Let's leave quickly	
03810104	山登りか……	Climbing a mountain...	
1103030c	しかたがないわよ。⏎ツバサがあるわけじゃないもの	I have no choice. ⏎Things that don't have wings	
0b810208	……	……	
01810104	(ジャスミン……バルダが)	(Jasmine... Barda)	
1103030c	(うん、何か良くない事を考えてるわね)	(Yeah, you're thinking about something bad.)	
0c810208	オレにまかせろ	Leave it to me	
09030208	おねがいします、長老。⏎このとおりです!	Please, Elder. ⏎This is it!	
32810750	ならん! それはならん!	That's not true! That's not true!	
09030208	そこをなんとか!	Do something about that!	
33030954	あなたたち、こんなところへ⏎なにをしにきたの?	You guys, what did you come to this place for?	
01810104	ぼくたちは きょうふの山へ⏎行きたいんだ	We want to go to Kyofu Mountain⏎	
33030954	あの山……むかしはいいところだったわ	That mountain... it was a nice place once upon a time.	
34810654	きみたちは影の憲兵団とは⏎かんけいないんだよな?	You guys don't get along well with the Shadow Military Police Corps, do you?	
34030654	きょうふの山へ行きたいんだって?⏎それはまたどうして?	Do you want to go to Kyofu Mountain?⏎Why is that?	
01810104	理由は言えないけど……	I can't tell you the reason, but...	
34030654	ははーん。⏎ブーロンの実を食べたいんだな⏸それはぼくたちも同じさ。⏎ここの草は、もううんざり	Haha. ⏎You want to eat Boron fruit⏸That's the same for us too. ⏎I'm tired of the grass here.	
01810104	どうしてそのブーロンの実を⏎食べないの?	Why don't you eat that boulong fruit?	
34030654	そりゃあんた。⏎あのあたりにはグノメ族がいるからね⏸やつらの どく矢に当たったら⏎ひとたまりもないんだ	That's you. ⏎There are Gnomes around there⏸If you get hit by their poison arrows⏎You won't even get a chance.	
01810104	グノメ族? どく矢?	Gnomes? Dokuya?	
34030654	ああ。やつらのせいで仲間が⏎たったこれだけに……	ah. Because of them, my friends are only ⏎...	
35810954	ブーロンの実を食べたい……	I want to eat Boron fruit...	
01030104	ブーロンの実?	Boulong fruit?	
35810954	わたしたちの一番好きな食べものよ。⏎とってもおいしいの	It's our favorite food. ⏎It's very delicious	
35810954	ブーロンの実を食べたい……	I want to eat Boron fruit...	
01030104	グノメ族のせいで⏎食べられなくなったんだね?	Because of the Gnome tribe, you can't eat ⏎, right?	
35810954	そうなのよ。⏎いまいましいったらありゃしない⏸キンは本当ならあそこに住むのが⏎一番いいのよ⏸きけんかもしれないけど、わたしは⏎帰るべきだと思うわ	That's right. ⏎If it's a damn thing, I won't be able to do it.⏸If it's true, it's best for Kin to live there.⏸It might be a disaster, but I think ⏎I should go home.	
01030104	どうしてそうしないの?	Why not?	
35810954	長老が大反对なの⏸これ以上キンがへったら⏎本当にほろんでしまうってね⏸キンの子どもはプリンだけだから⏎長老の心配もわかるけど……⏸あら? そう言えばプリンはどこ?	The elder is very rebellious ⏸ If Kin gets any worse ⏎ He'll really fall apart ⏸ Kin's only child is Jigglypuff ⏎ I can understand the elder's concern, but... ⏸ Oh? By the way, where's Jigglypuff?	
1103030c	だいじょうぶよ。⏎リーフは無害だから	It's okay. ⏎Leaf is harmless	
03030104	(無害……)	(harmless……)	
3181084c	こんにちは、リーフ	Hello Leaf	
01030104	やあ、こんにちは。⏎おとなたちが心配していたよ	Hello, hello. ⏎Adults were worried	
3181084c	もう、いやになっちゃう。⏎みんなで わたしを子どもあつかい	I'm starting to hate it. ⏎Everyone treats me like a child	
1103030c	そう、子どもあつかいは⏎はらが立つわよね!	That's right, you're being treated like a child ⏎ It makes you angry!	
3181084c	そうよ⏸わたしだってブーロンの実を⏎食べてみたいわ⏸でも、きけんだからって⏎ブーロンの森へ行かせてもらえないの⏸グノメ族がなによ!⏎どく矢がなによ!	That's right⏸I also want to eat the Booron fruit⏎But they won't let me go to the Booron Forest just because I'm in trouble⏸What's wrong with the Gnome tribe!⏎What's with the Poison Arrow!	
28010600	おまえたち!	You guys!	
28010700	ウワサの少年少女か!?	Are they the rumored boys and girls?	
02810104	(ぼくたちを さがしているのか?⏎それなら だまっていた方が……)	(Are you looking for us? ⏎In that case, it's better to remain silent...)	
1203030c	そうだったら、なによ!	If so, then what!	
03810104	(ああ……)	(ah……)	
28010600	つかまえれば 大てがらだ!	If you catch it, it's big!	
3181084c	こないで!	Don't come!	
35810954	悪者を たおしてくれたのね!	You defeated the bad guy!	
3181084c	強いのね!	You're strong!	
1481030c	憲兵団なんて、かんたんよ	Military police corps is easy.	
35810954	たのもしいのね⏸そうだわ。わたしたちの大切な⏎プリンを助けてもらった おれいを……	It's fun⏸That's right. My heart goes out to her who saved our precious ⏎pudding...	
01030104	そんな……	Like that...	
1181030c	(チャンスよ、リーフ)	(Here's your chance, Leaf)	
1181030c	わたしたち、きょうふの山へ行きたいの	We want to go to Kyofu Mountain	
35810954	知っているわ。あなたたちの⏎仲間が長老に たのんでいるもの⏸でも、無理でしょうね。⏎長老はガンコだから……	I know. Even if your ⏎friends are asking their elders⏸ to do it, it probably won't be possible. ⏎Because the elder is stubborn...	
1381030c	山まで はこんでくれるだけでいいのに	I wish you could just take me to the mountain.	
35810954	……待っていて	...wait for me	
3181084c	さっきは わたしだけ にげて⏎ごめんなさい	I was the only one who ran away earlier⏎I'm sorry	
1403030c	気にしない気にしない!	I don't care, I don't care!	
35810954	さあ、おなかのふくろにはいって	Come on, put it in your tummy bag	
01810104	はこんでくれるの?	Will you come in?	
35810954	おれいはしなくちゃ。⏎長老にはナイショよ	I have to do it. ⏎Keep it a secret from the elders	
3181084c	わたしも行っていい?	Can I go too?	
35810954	ダメよ。おとなしく待っていて	No. wait quietly	
09030208	長老め……ガンコにもほどがある……	Elder... there's a limit to your stubbornness...	
01810104	さあ、バルダ、乗って乗って	Come on, Barda, ride, ride	
09030208	これはどういう事だ!?	What does this mean!?	
1181030c	きょうふの山まで はこんでくれるって	It is said that it will take you to the mountain of Kyofu.	
09030208	オレの苦労は……	My hardships...	
1181030c	(話はあと!⏎長老に ばれたら たいへんよ)	(Let's talk later!⏎It would be a big deal if the elders found out)	
09030208	うむ……	Hmm...	
32030750	ああ、イヤな予感がする。⏎人間とかかわってしまった……	Ah, I have a bad feeling. ⏎I got involved with a human...	
32030750	おかげでグノメ族とは なんとか⏎うまくやっている⏸すぐに 仲良くするのは⏎無理だがな……	Thanks to you, I'm getting along well with the Gnome tribe, although it's impossible for me to become friends right away...	
33030954	わたしたちにとって あの山は⏎とてもすばらしい ばしょだったの⏸そう、むかしはね……	For us, that mountain was ⏎a very wonderful place⏸Yes, once upon a time...	
33030954	もう、ブーロンの実は⏎食べほうだい!⏸あなたたちには とっても⏎かんしゃしてるのよ	It's time to eat the Boolon fruit! I'm really angry at you guys.	
35030954	はあ……グノメ族が山から⏎出て行ってくれないかしら	Sigh...I wonder if the Gnomes will leave the mountain.	
35030954	キンはこれから どんどん⏎ふえるわよ!⏸あなたたちのおかげよ	The number of Kin will continue to increase from now on! It's all thanks to you guys!	
34810654	空を とびたいのか?⏎ひゃーっ!と とびたいのか?	Do you want to fly through the sky? Do you want to jump and say “hiya!”?	
3181084c	こわかったけど 楽しかったな。⏎また、ぼうけんしたいな!	It was scary, but it was fun. ⏎I want to go crazy again!	
00000000	父さん。⏎キンと出会った事だけでもスゴイのに⏎乗せてもらえるなんて……	Dad. ⏎Meeting Kin was amazing, but to be given a ride...	
09030208	おい、山が近づいてきたぞ	Hey, the mountain is approaching	
36810954	きゃっ!	Yay!	
02810104	どうしたの?	what happened?	
36810954	グノメ族の矢が とんできたわ!	The arrow of the Gnome tribe has landed!	
36810954	下画面をタッチすると わたしが空たかく⏎まい上がるわよ⏸ついらくに気をつけて タイミングよく⏎下画面をタッチしてね!	If you touch the bottom screen, I'll fly up into the air⏎Be careful and touch the bottom screen at the right time!	
28010654	よーし⏎なんとか とび越えたよ!⏸ボクがんばっちゃった。⏎てへ	Alright⏎I managed to get over it!⏸I did my best. ⏎Tehe	
00000000	キンのひこう⏎⏎下画面をタッチするとじょうしょうする⏎なにもしないと おちてしまうぞ⏎タイミングよく⏎キンをはばたかせろ!	Kin's Flying ⏎⏎Touch the bottom screen and it will fly ⏎If you don't do anything, you'll fall ⏎Good timing⏎Make Kin fly!	
00000000	下画面をタッチすると⏎じょうしょうするぞ!	If you touch the bottom screen, ⏎ will work!	
36810954	ごめんなさい。⏎これ以上は進めない	sorry. ⏎I can't proceed any further.	
01810104	どうするの?	What should I do?	
36810954	安全なばしょがあるから⏎そこにおりるわ	There's a safe place, so I'll go there.	
35810954	さあ、ブーロンの木よ	Come on, Boorong tree	
36030654	ひさしぶりだー!	It’s been a while!	
37810954	おみやげ、たくさん持って帰りましょ!	Let's take home lots of souvenirs!	
09030208	キンたちよ、このれいは いずれ……	Dear Kin, this beauty will eventually...	
35810954	さあ、帰りましょう!	Now, let's go home!	
37030654	長老、怒ってるかな?	Elder, are you angry?	
36810954	人間たちに おどされたって言えばいいわ	You can say that the humans scared you.	
01030104	(ひどい……)	(terrible……)	
35810954	……悪者になってくれる?	...Will you be the bad guy?	
0b030208	……しかたがないな	...I have no choice.	
35810954	ありがとう!⏎みんな、気をつけてね!	Thank you! ⏎ Everyone, please be careful!	
01810104	キンって意外と……	Kin is surprisingly...	
1103030c	おたがいさま!	Thank you!	
09030208	さあ、行こう⏸オレたちがもくてきを はたせば⏎もっと仲良くなれるさ	Come on, let's go ⏸ If we work hard ⏎ we'll become even better friends.	
1103030c	プリン、どうしたの!?	Pudding, what happened!?	
3181084c	……	……	
09810208	おい、どく矢がささっているぞ!	Hey, there's a poison arrow!	
1103030c	たいへん!⏎この子はキンのさいごの子どもなのよ!	That's a big deal!⏎This child is Kin's last child!	
02810104	ジャスミン、ユリのミツは⏎まだあるのかい?	Jasmine, do you still have lily honey?	
1403030c	そうだわ!	That's right!	
00000000	さいごの……とっておきのユリのミツで⏎プリンは元気になりました。	Finally... ⏎Puddin became energetic with the special lily nectar.	
09810208	あいつは何をしにきたんだ?	What did he come here for?	
1103030c	きまってるじゃない。⏎待っているのがいやだったのよ	It's already decided. ⏎I hated waiting.	
0b810208	まったく子どもってやつは……	Who is a child at all...	
1203030c	どうせ子どもは……	Children anyway...	
09810208	なんだ……なにが言いたい	What...what do you want to say?	
1203030c	子どもを バカにしないで⏸それに わたしたちは もう⏎子どもじゃないわよ	Don't make fun of children ⏸And we're not ⏎children anymore.	
09810208	おまえたちの話じゃないだろう……	It's not about you guys...	
01810104	雨だ……	It's raining...	
1103030c	この感じ……あらしになるわよ	This feeling... it's going to be a storm	
01810104	どこかで あらしをさけないと	I have to escape the storm somewhere	
09030208	リーフ、ジャスミン……	Leaf, jasmine...	
0b030208	おまえたちは、たしかに⏎もう子どもとは言えない年だ	You are certainly at an age where you can no longer be called children.	
09030208	しかしこの旅に必要なのは⏎子どものせいぎと まっすぐさなのだ	But what we need on this journey is the courage and honesty of a child.	
02030104	バルダ、はやく!	Barda, hurry!	
3181084c	ブラールだ! こわいよう!	It's Blur! It's scary!	
0a810208	リーフ、にげろ! ベルトを守れ!	Leaf, fly! Protect the belt!	
02810104	子どもあつかいは⏎しないって言ったじゃないか!	I told you not to treat me like a child!	
09830208	おとなはウソつきなのさ	Adults are liars	
0b810208	まったく……無事だったから⏎良かったものの……	At all... it was okay ⏎ Although it's a good thing...	
01030104	心配なのはぼく? それともベルト?	Am I worried? Or is it the belt?	
09810208	どちらか選べと言われたら……⏎オレは迷わず親友の息子をえらぶ	If I had to choose...⏎I would choose my best friend's son without hesitation.	
01030104	……バルダ	...Barda	
1203030c	見て!	Look!	
09810208	これはきょうてきだ。⏎にげたほうが よさそうだぞ	This is a formidable enemy. ⏎It seems better to run away.	
02810104	あ! プリン	Ah! Pudding	
0a810208	なにをしているんだ!	What are you doing?	
1403030c	プリン、すごいわ! あなたのおかげよ!	Pudding, that’s amazing! It’s all thanks to you!	
3181084c	小川のむらさきのコケを使ったの。⏎強力な どくなんだって	I used purple moss from the stream. ⏎The powerful girlfriend is Dokudana	
01030104	がんばったね、プリン	Good job, Pudding.	
3181084c	でも、わたし……ふるえちゃってる……⏸ごめんね……足手まといには⏎ならないと思っていたのに……⏸母さんたちの言う事をきいて⏎待っていれば良かった	But I...I'm shaking...⏸I'm sorry...I thought I wouldn't be a hindrance...⏸I should have listened to my mothers and waited⏎	
09030208	プリン	pudding	
09030208	オレたちの命をすくってくれたのは⏎だれだったかな?⏸そう、おまえだ。⏎足手まといだなんて とんでもない	⏎Who saved our lives?⏸Yes, it was you. ⏎It's outrageous that he's a nuisance	
09030208	グノメ族がいるかもしれん。⏎あの岩の下でやすもうか	There may be Gnomes. ⏎Let's rest under that rock	
1203030c	バルダったら!⏸わたしたちにも、あんな言葉を⏎かけてくれればいいのに!	Barda! I wish he would say those words to us too!	
01030104	ジャスミン……⏎あれは子ども相手のはげましだよ	Jasmine...⏎That's a joke on children.	
01030104	ぼくは、いらないな	I don't need it	
09810208	おい、見ろ。⏎これは……血で書いたようだ	Hey, look. ⏎This... it looks like it was written in blood.	
00000000	オレはだれだ? すべてはやみだ。⏎だが、あきらめないぞ。⏎⏎わかっている事は、3つ。⏎オレは人間だ。おれは影の王国にいた。⏎オレにはやるべき事がある。⏎⏎あきらめるものか。	Who am I? Everything is over. ⏎But I won't give up. ⏎⏎I know three things. ⏎I'm a human. I was in the kingdom of shadows. ⏎I have something to do. ⏎⏎Is it something to give up on?	
1103030c	どんな人が書いたのかしら?	I wonder what kind of person wrote it?	
01030104	なやんで……苦しんだ……⏎そんな感じだね	No way... I suffered... ⏎That's what it feels like.	
09810208	生きては出られないという⏎影の王国からここまで来たのに……⏸さぞかし、無念だったろうな	He said he wouldn't be able to get out alive⏎Even though he had come this far from the Kingdom of Shadows...⏸He must have felt so regretful.	
01030104	どこかで元気にしてるよね	You're doing well somewhere	
09810208	そうだな……そう信じよう	Yes...I believe so.	
1103030c	シッ!⏎外から声が聞こえるわ!	Shhh!⏎I can hear voices from outside!	
28010600	ひさしぶりにキンを うちおとしたぜ	I beat up Kin for the first time in a while.	
28010700	キンが山に もどってくるのか?	Will Kin come back to the mountain?	
28010600	さあな⏸そうなれば、この どくはこびも⏎すこしは楽しくなるんだが……	Now then⏸If that were the case, then this would be a little more fun⏎But...	
28010700	オレも キンを うちおとしたいな	I want to kill Kin too.	
1103030c	……グノメ族ね	...Gnome tribe.	
3181084c	楽しんでいるのね……	You're having fun...	
01030104	うん、ひどいやつらだ……	Yeah, they're terrible...	
09810208	なあ……今、やつらは⏎登って行ったよな?	Hey... they just climbed up ⏎, right?	
1103030c	そうね	That's right	
09810208	後をつけよう。⏎グノメ族が使う道があるはずだ	Let's follow. ⏎There must be a path that the Gnomes use.	
00000000	父さん。⏎ぼくたちは、いよいよ⏎山のちょうじょうを目指します。⏎⏎今度はどんな番人が⏎待っているのでしょうか……	Dad. ⏎We are finally aiming for ⏎Mountain Chojo. ⏎⏎What kind of guard will be waiting ⏎ this time...	
3181084c	あれっ?⏸来て! なにかあるの!	What? ⏸Come! Is there something?	
01810104	小屋だ!	It’s a hut!	
1102030c	もう使われていないみたいね	Looks like it's not used anymore	
09030208	ブーロンの木が生いしげって⏎道が閉ざされたんだな	The Boron tree is overgrown ⏎The road is closed.	
01810104	キンを山にいられなくした⏎むくいだね	I couldn't keep Kin on the mountain ⏎It's hard.	
09030208	影の大王と手を組んだのだ。⏎どんなむくいも当然だ	He has teamed up with the Great King of Shadows. ⏎No matter what happens, it's natural.	
1202030c	バルダ! なにしてるの?	Barda! What are you doing?	
09030208	小屋のやねが たてに⏎ちょうどいいと思ってな	I thought it would be just right for the shed to stand vertically.	
0c030208	ほら、3人分のたてをつくったぞ	Look, I've made enough for three people.	
01810104	(意外と器用だ……)	(He's surprisingly skillful...)	
28010000	リーフたちは⏎『#f8ffブーロンの皮のたて#fcff』を手に入れた	Leaf and the others got ⏎``#f8ff Booron's fresh skin #fcff''	
01030104	行き止まりだ	It's a dead end	
09810208	よし、もどろう	Okay, let's go back.	
1203030c	閉じこめられたわ!	I'm trapped!	
01030104	みんな、おちついて!⏸むこうからも こうげきは⏎できないんだから	Everyone, calm down!⏸We can't attack from the other side either.	
09810208	まあ、そうだな	Well, that's right	
1181030c	でも、どんなワナがあるか⏎わからないでしょ!	But you don't know what kind of trap there is!	
01030104	……わからないのに うごいても⏎しかたがないよ	...Even if you don't understand, there's no point in moving ⏎	
1103030c	フィリ……⏎今のリーフ、はらが立つわね	Fili...⏎The current Leaf makes me angry.	
1103030c	そうよねえ!	That's right!	
28010600	カラスじゃなくてネズミじゃないか!	It's not a crow, it's a mouse!	
28010700	つまり、おまえたちはただの旅人だ⏸どんな理由があって ここへ来たのか⏎知らないが……おろかなやつらだ	In other words, you guys are just travelers⏸I don't know what reason you came here for, but...you're stupid.	
1181030c	だれ!?	who!?	
1281030c	わたし、せまいところはキライなの!⏎はやくここから出して!	I don't like small places! ⏎Get me out of here quickly!	
28010600	ああ、すぐに出してやる⏸生きて出すというわけには⏎いかないがな	Ah, I'll let you out right away⏸There's no way I'll let you out alive⏎	
28010700	ハエのエサにしてやる!	I'll feed you to flies!	
09810208	よりによって ハエのエサとは……⏸しかしおまえたち、われわれを⏎だれだと思ったんだ?	By the way, food for flies...⏸But who do you think we are?	
28010600	男女のガキとおとながひとり。⏎カラスをつれて旅をしてる⏸影の大王様のだいじな物を⏎うばいながらな⏸そいつらを見つけて差し出せば⏎たんまり ほうびをもらえるのさ	One boy and one adult. ⏎He is traveling with a crow ⏎While he is carrying the important things of the King of Shadows ⏸If you find them and give them to them ⏎You will receive a lot of rewards.	
0b810208	そうだったのか……	Was that so...	
01030104	(ねえ、バルダ、おかしいよ)⏸(どうしてやつらはフィリが⏎カラスじゃないってわかったの?)	(Hey, Barda, that's weird) ⏸ (How did they know Fili wasn't ⏎ a raven?)	
09810208	(そうか……どこかで見ているんだ)	(I see...I'm watching it somewhere)	
09810208	(わかった、これだ!)⏸(この鏡……向こう側からは⏎オレたちが見えるんだ)⏸(そんな ふしぎな鏡の話を⏎聞いた事があるぞ)	(Okay, this is it!)⏸(This mirror...I can see us from the other side)⏸(I've heard stories about such a mysterious mirror)	
02030104	(どうしよう……)	(What should I do...)	
1281030c	きまってるでしょ!⏎ブチやぶるのよ!⏸フィリはネズミじゃないって事⏎思い知らせてやるわ!	It's obvious! ⏎It's going to blow up!⏸Fili is not a rat⏎I'll remind you!	
1303030c	わたしじゃダメみたい	It seems like I can't do it	
0a810208	ぬおおおおおお!	Nuooooooo!	
01810104	く、くさい!	It stinks!	
1103030c	見て!	Look!	
09030208	なんだこれは……	What is this...	
01030104	ハエを育てているんだな	They're raising flies.	
09030208	なんのために……	For what...	
28010700	ゲリック様の食事用だ	It's for Mr. Gerrick's meal.	
1181030c	げぇ……	Gee...	
28010700	おまえたちは そのハエの⏎エサになるというわけだ!	You will become ⏎food for those flies!	
09810208	まったく……⏎早く出ないとハナが曲がるぞ	Absolutely... ⏎If you don't come out soon, Hana will bend.	
1103030c	リーフ、ここに宝石はあるの?	Leaf, are there any gems here?	
01810104	ベルトにさわってみるよ	I'll touch your belt.	
01810104	あたたかい……⏎あるんだ。宝石はある⏸きっと番人が守ってるんだろうけど	It's warm...⏎. There is a jewel⏸I'm sure the keeper is protecting it.	
09030208	よし、あばれるぞ。⏎番人を おびき出すんだ!	Okay, you'll be exposed. ⏎He lures out the guard!	
02810104	行き止まりだ!	It's a dead end!	
3981085c	そう。これで終わりだ	yes. That's it	
3981085c	ほほう……次はどうかな?	Hoho...what about next?	
1103030c	あぶない!	dangerous!	
02810104	ジャスミン!	jasmine!	
1303030c	ダメよ……⏎わたしの事は放っておいて	No... ⏎Leave me alone	
0a810208	そんな事、できるか!	Is it possible to do something like that?	
1303030c	旅の もくてきを忘れちゃダメ……	Don't forget the purpose of your trip...	
3981085c	ほうら……今のうちに⏎もっと話しておけ!⏸ゲリック様の どくが全身に⏎回ったらおわりだぞ!	Hey...let's talk more about it now! Once Gerrick's throat spreads all over my body, it's all over!	
1303030c	にげて、そして宝石を……	Run away, and the jewel...	
02810104	宝石も大事だけど、ジャスミン!	Jewelry is important too, but jasmine!	
1303030c	リーフ、しっかり……⏎あなたなら だいじょうぶ	Leaf, stay strong...⏎If it's you, you'll be fine.	
02810104	だいじょうぶなもんか!	It's okay!	
1303030c	バルダ、今までごめんなさい⏸わたし……おとなと どう話したら⏎いいのかわからなくて……	Barda, I'm sorry for everything⏸I...I don't know how to talk to an adult...	
0b810208	オレこそ、若いむすめのあつかい方を⏎知らなくて……!?	I'm the one who doesn't know how to treat a young girl...!?	
0a810208	ちがう!⏸これじゃ さいごの別れじゃないか!⏸くそう! リーフの言うとおりだ⏸宝石より、おまえだ!	No! ⏸ This is the final farewell! ⏸ Damn it! Leaf is right ⏸ It's more you than the jewels!	
3981085c	おまえたち、さっきから宝石宝石と……	You guys have been talking about jewelry for a while now...	
