Header	Japanese	Google Translate	Translated	Notes
"""1b030618"""	さあな⏸しかし彼の子ども……王家の⏎あとつぎは 生きているはずだ⏸その あとつぎを おまえに⏎見つけだしてほしい⏸この国を影の大王から⏎すくうためだ	"Now, his child...the next member of the royal family should be alive, and I want you to find him in order to save this country from the shadow king."	"Who knows? But his⏎
child、the next heir⏸
should be alive。I⏎
want you to find him⏸
and save Deltora from⏎
the Shadow Lord"	
"""06030104"""	(すごい話だな。でも……)	(That's an amazing story. But...)	(Incredible! But…)	
"""06030104"""	あとつぎがいたって⏎無理じゃないのかな……⏸だって、おろかなエンドン王の⏎子どもでしょ?	"I guess it's impossible for there to be a successor... After all, he's the child of the stupid King Endon, right?"	"Even if the heir is⏎
alive、what’s the use?⏸
The child of King⏎
Endon the Fool?"	"Kinda harsh there, Lief"
"""1b030618"""	このベルトがあれば だいじょうぶだ⏸まずベルトに7この⏎宝石をはめる⏸それを王家のあとつぎが⏎身につければ……	"If you have this belt, you'll be fine⏸First, put seven ⏎jewels on the belt⏸If the next member of the royal family wears it..."	"Keep the belt safe⏸
First you must gather⏎
the 7 gems⏸
Then the heir must⏎
wear them on the belt"	
"""06030104"""	そうか、いつか⏎教えてくれた話だね?	"I see, you told me about it sometime, right?"	"Yes、I remember the⏎
story"	
"""00000501"""	アディンは 七部族を せっとくして⏎宝石をあつめた⏎⏎七つの宝石を 自分でつくった⏎ベルトにつけて こしにまいた⏎⏎すると ベルトはたいようのように⏎光り かがやいた	Adin assisted the seven tribes and collected the precious stones.He made the seven jewels and put them on his belt and sprinkled them in a strainer.Then the belt shone like a star.	"Adin gathered the 7⏎
Gems from the 7 tribes⏎
and attached them to⏎
the belt he had made。⏎
When he put it on、⏎
it shone as bright⏎
as the sun。"	
"""00000501"""	デルトラの七部族は その光の⏎もとで だんけつして たたかった⏎⏎こうして めでたく 影の大王を⏎おいはらう事ができた	The seven tribes of Deltora fought under that light and were happily able to capture the King of Shadows.	"The tribes of Deltora⏎
United behind him、and⏎
Together they drove⏎
The Enemy from their⏎
land。"	I got this pretty close to the words in the book.
"""1b030618"""	そう⏸そのベルトの力が昔と同じように⏎デルトラを すくってくれるはずだ	"Yes, the power of that belt will scoop up Deltora just like before."	"Good⏸
The power of the Belt⏎
can save Deltora again"	
"""06030104"""	でも、父さん⏸このベルトには宝石が⏎ついていない……	"But, Dad, there are no jewels on this belt..."	"But… there are no⏎
Gems on the Belt…"	
"""06030104"""	……宝石もさがすんだね?	"...You also search for gems, right?"	"You want me to find⏎
the Gems too?"	
"""1b030618"""	そのとおり	that's right	Yes、Lief	
"""1c03081c"""	リーフ、ことわってもいいのよ⏸無理に旅立たせるような⏎事はしないから⏸あなたはまだ16才なんだし	"Leaf, it's okay to say something. I won't force you to go on a journey. You're only 16 years old."	"Lief、it’s okay。 We⏎
won’t force you to go⏸
You’re still a kid"	
"""06030104"""	母さん……⏸ぼくはもう16才だよ	Mom...⏸I'm already 16 years old	"Mother…⏎
I’m already 16!"	
"""1c03081c"""	リーフ……	Leaf...	Lief…	
"""1b030618"""	これは父さんからの⏎おくり物だ⏸父さんがつくった剣。⏎今までで さいこうのできばえだ	This is a ⏎gift from my father⏸ a sword made by my father. ⏎He's the best he's ever been.	"This sword is my gift⏎
to you⏸
It’s the finest one⏎
I’ve ever made"	More pronoun weirdness?
"""06030104"""	ありがとう	thank you	"Thank you, father"	
"""1b030618"""	これは母さんからだ	this is from my mom	"And this cloak is⏎
from your mother"	And some more pronoun confusion for good measure.
"""1c03081c"""	たくさんの思い出と⏎愛情をこめてつくったのよ	Made with lots of memories and love.	"The fabric is… special⏸
I wove it with lots of⏎
love and memories"	
"""01030104"""	母さん、ありがとう!	"Thank you, Mom!"	Thank you、Mother!	
"""1c03081c"""	……	……	……	
"""01030104"""	心配しないで⏸この国をすくう力に⏎なれるんだから⏸ぼくは よろこんで旅に出るよ!	"Don't worry, I'll be able to help save this country, so I'll be happy to go on this journey!"	"I want to go、Mother!⏎
Do not weep for me!⏸
I’m happy to help⏎
save Deltora!"	
"""1b030618"""	本当なら わたしが⏎行くつもりだったのだが……	"If it was true, I was going to go, but..."	"In truth、I was going⏎
to go myself、but…"	
"""01030104"""	父さんは足がよくないんだもの。⏎わかっているから気にしないで	"My father doesn't have good legs. ⏎I understand, so don't worry about it"	"But your leg。Don’t⏎
worry、I understand。"	
"""1c03081c"""	いつ行くの?	When are you going?	When shall you go?	
"""01030104"""	今さ!	Now!	Right away!	
"""0e030208"""	リーフ、伝えなくていいのか?⏎影の憲兵団に おわれていると	"Leaf, do I have to tell you?⏎I'm being surrounded by the Shadow Military Police Corps."	"Lief、did you forget?⏸
We’ve been surrounded⏎
by Grey Guards"	
"""1c03081c"""	リーフ!?	Leaf!?	What!? Lief?	
"""03030104"""	うん、ごめん……	"Yeah, sorry..."	Uh、yeah… Sorry…	
"""1b030618"""	忘れろ、リーフ	"Forget it, Leaf."	Nevermind that、son	
"""0e030208"""	ジャード、おまえも きけんに⏎さらされるんだぞ	"Jard, you too are in danger."	"Jarred、you’re in⏎
danger too"	
"""1b030618"""	わたしの事は⏎心配するな⏸息子は家から おい出したとでも⏎言っておくさ	"Don't worry about me, I'll tell you that my son has been taken out of the house."	"Don’t worry about me⏸
I’ll tell them I⏎
kicked Lief out"	
"""0e030208"""	うむ……	Hmm...	Hmm…	
"""1b030618"""	リーフ、おまえは 町を⏎にげ出すんじゃない⏸世界を影の大王から⏎すくうために旅立つのだ	"Leaf, you're not leaving the town, you're leaving to save the world from the Shadow King."	"Lief、this isn’t just⏎
a chance to leave Del⏸
You’re saving Deltora⏎
from the Shadow Lord"	
"""03030104"""	……はい	……yes	…I understand	
"""1b030618"""	気をつけてな	Be careful	Take care、son	
"""03810104"""	いってきます……	I'm going...	"I… I guess this is⏎
goodbye…"	
"""1b030618"""	たよりない返事だな。⏎旅に出すのは早かったのか?	That's an incredible answer. ⏎Was it too early to go on a trip?	"You seem… hesitant⏸
Are you sure you can⏎
handle this?"	
"""03810104"""	父さん……	Dad...	Father… I-	
"""1b030618"""	もう何も言うな。行け、リーフ	"Don't say anything anymore. Go, Leaf"	"No more words now。⏎
Go、Lief"	
"""03810104"""	(ぼくは にげ出すんじゃない……)	(I'm not going to run away...)	No turning back now…	
"""01810104"""	父さん、母さん、行ってきます!	"Mom and dad, let's go!"	"Mother… Father…⏎
I’m going now!"	
"""28010274"""	おい、リーフ! 待て!	"Hey, Leaf! Wait!"	Hey、Lief! Wait!	
"""05810104"""	バルダ!?	Barda!?	Barda!?	
"""0e030208"""	オレも いっしょに行く。⏎ジャードとの約束だ	I'll go with you too. ⏎It's a promise with Jard.	"I’m coming with you。⏎
I promised Jarred"	
"""05810104"""	(いっしょに?⏎なさけない いそうろうが!?)	(Together?⏎Isourouga!?)	"(How is an old beggar⏎
supposed to help me?)"	
"""0e030208"""	ここにいてくれ	stay here	Just… wait here	
"""05810104"""	(バルダ!?⏎な、なんかかっこいい……)	"(Barda!?⏎Wow, that's kind of cool...)"	(Barda!? Whoa、cool!)	
"""09030208"""	元デル城の兵士バルダ。⏎よろしくな	"Barda, a former soldier of Del Castle. ⏎Nice to meet you"	"I’m Barda、former⏎
palace guard⏸
Nice to finally meet⏎
you properly"	
"""05810104"""	元城の兵士!?	Former castle soldier!?	Palace guard!?	
"""09030208"""	兵士といっても ただの兵士ではない⏸王の身を守る、とくべつな兵士だ	"Even though he's a soldier, he's not just a soldier ⏸ He's a special soldier who protects the king."	"Yes、we were elite⏎
soldiers、sworn to⏸
protect the King"	
"""01810104"""	(じまんなのかな……)	(I wonder if it's dark...)	(Is he bragging?)	
"""09030208"""	さて、出発するか	"Well, shall we leave?"	Well、shall we go?	
"""01810104"""	う、うん……でも、どこへ?	U-Yeah...but where?	"Oh、um、yeah…⏎
But where do we go?"	
"""0b030208"""	デルトラのベルトについていた⏎宝石は影の大王がかくしてしまった⏸7つの宝石を7つのばしょにな	The Great King of Shadows hid the jewels that were on Deltora's belt.	"The Shadow Lord⏎
scattered the gems⏸
They are hidden in⏎
places no one would⏸
dare to find them
"	
"""09030208"""	オレとジャードで⏎しらべたところによると……⏸宝石のひとつは⏎『ちんもくの森』にあるらしい	According to what I and Jard ⏎ researched... ⏸ one of the jewels is ⏎ in the ``Chinmoku Forest''.	"We’ve been listening⏎
for clues as to where⏸
We believe one is in⏎
the Forests of Silence"	
"""01810104"""	ちんもくの森……	Chinmoku Forest...	"The Forests of⏎
Silence…"	
"""09030208"""	あそこには おそろしい かいぶつが⏎すみついている⏸そのせいで影の憲兵団も⏎あまり近よらないそうだ	"There's a terrifying creature living there, which is why the shadow military police don't come too close."	"There’s some sort of⏎
monster there⏸
Even the Grey Guards⏎
stay away "	
"""01810104"""	(おそろしい かいぶつ……)	(Terrifying monster...)	(A monster…)	
"""0c030208"""	おじけづいたか?	Are you scared?	Haha! Are you scared?	Barda turns and laughs dramatically
"""02810104"""	まさか!⏸憲兵団がいないなら⏎安心だと思ったんだ	"No way!⏸If there were no military police,⏎I thought it would be safe."	"What? No!⏸
Without Grey Guards、⏎
We should safer!"	
"""09030208"""	だといいが……	I hope so...	I hope you’re right…	
"""01810104"""	バルダは おじけづいたの?	Was Barda intimidated?	Are you worried、Barda?	
"""09030208"""	ああ、こわいさ	"Ah, the fear"	"There is much to fear⏎
out there"	Taking some creative license here
"""01810104"""	たよりないなあ	I can't believe it	I’m not afraid	
"""0c030208"""	ふん! おまえの無知が⏎うらやましいよ	Hmph! I'm jealous of your ignorance.	"Hah! I’m jealous of⏎
your ignorance!"	Barda has another good laugh
"""02810104"""	(やっぱりバルダは はらが立つな……)	"(As expected, Barda is upset...)"	(Hmph!)	Lief looks offended
"""0c030208"""	どうした? 怒ったか?	What happened? Are you angry?	"What’s wrong? Did I⏎
hurt your feelings?"	Barda is still smiling
"""00000001"""	こうして少年リーフと⏎元デル城の兵士バルダの旅がはじまった。	"And so began the journey of the boy Leaf and Barda, a former soldier of Del Castle."	"And so began the⏎
journey of the young⏎
boy Lief and the⏎
former palace guard⏎
Barda…"	Fullscreen text display on bottom screen with illustration on top screen of Lief and Barda walking away from Del.
