Header	Japanese	Google Translate	Translated
09030208	おまえはいったい だれだ?	Who the hell are you?	
1a030c14	ぼくはデイン⏸レジスタンスの一員で……⏎デルトラ王家の あとつぎさ	I'm Dain⏸A member of the Resistance...⏎I'm the successor to the Deltora royal family.	
05030104	なんだって!?	What?!	
1f030c14	……だれも信じてくれないけど	...No one believes me though	
01030104	……	……	
1103030c	……	……	
09030208	……	……	
1a030c14	ほらね⏎でも、養父母がそう言ったんだ⏸ぼくだけでも信じないとね	You see⏎But that's what my adoptive parents said⏸I have to believe it myself.	
09030208	養父母と言ったな。⏎では本当の両親はどうした?⏸つまり王と妃(きさき)という事だが?	You said adoptive parents. ⏎Then what happened to his real parents? ⏸In other words, the king and queen (kisaki)?	
1a030c14	ぼくがまだ幼いころ……⏸養父母に ぼくを あずけて⏎どこかへ行ってしまったんだ	When I was still young...⏸My adoptive parents gave me up⏎and went away.	
09030208	……すぐに信じろと言われても⏎無理な話だな⏸では、育ての親はどこにいる?⏎くわしい話を聞きたい	...Even if you tell me to believe it right away⏎It's impossible⏸Then, where are the parents who raised me?⏎I want to hear the details	
1a030c14	死んだよ。オルにやられてね⏸養父母をなくして、ぼくは⏎レジスタンスに入ったんだ	He died. I lost my adoptive parents to Ol, and I joined the Resistance.	
1103030c	ここで何をしていたの?	What were you doing here?	
1a030c14	トーラへの旅のとちゅうさ	Journey to Thora	
0d030208	トーラだと!?	Is it Tora?	
1a030c14	うん、ぼくはそろそろ⏎行かなくちゃ⏸みんなも気をつけて	Yeah, I have to go soon⏎ Everyone please be careful.	
01030104	王家のあとつぎ?⏎しょうこが ないのに信じろって?	The successor to the royal family? ⏎Do you believe me even though I don't have Shoko?	
09030208	リーフの言うとおりだ⏸しかし、トーラは オレたちの⏎とおり道にある⏸様子をさぐりながら⏎いっしょに 行くというのはどうだ?	Lief is right⏸However, how about Thora going along with us while ⏎inspecting the situation⏎on our ⏎road?	
1103030c	トーラって?	What is Torah?	
09030208	大むかしからデルトラ王家に⏎ちゅうじつな 町だ⏸王家のあとつぎを名乗る少年が⏎そこへ行きたいというのが気になる	It's a proper town that has been part of the royal family of Deltora since a long time ago.I'm curious about the boy who claims to be the successor to the royal family and wants to go there.	
1103030c	デインが本物かどうかより、ケガを⏎させてしまった事が 気になるわ⏸命のおんじんなのに。⏎ね、リーフ?	Rather than whether or not Dain is real, I'm more concerned about the fact that he was injured⏎ even though he is the guardian of life. ⏎Hey, Leaf?	
03030104	うん……	Yeah……	
09030208	もしデインが本物のあとつぎで……⏸しかも、リーフが早とちりで負わせた⏎ケガのせいで もしもの事があったら……	What if Dane was the next in line to the real one...⏸And what if something happened to him due to the injury Leaf inflicted on him so quickly...	
1103030c	ねえ、リーフ!	Hey Leaf!	
09030108	ジャードはどう思うだろうな……	I wonder what Jard would think...	
02030104	わかってるよ!	I know!	
01030104	もし……もし本物だったら⏎父さんに合わせる顔がない	If...if it's real ⏎I don't have a face that matches my father's.	
01030104	(父さん、これでいいんだよね?)	(Dad, this is fine, right?)	
01030104	さあ、デインを おいかけよう	Come on, let's send Dain.	
1103030c	リーフ、ふっかつかな?	Is the leaf plump?	
09030108	そうあってほしいものだな	That's what I want it to be.	
05010104	デイン!	Dayne!	
01030104	だいじょうぶかい?	Are you okay?	
1a810c14	きみにやられたケガが……	The injury you caused...	
03030104	本当に、ごめん……	I'm really sorry...	
09030208	せめてもの つぐないだ。⏎トーラまで おくらせてもらおう	At least it's compensation. ⏎Let me send it to Thora.	
1a810c14	それはどうかな。⏎あなたたちと いっしょだと……	I don't know about that. ⏎When I'm with you...	
1203030c	なによ!	What!	
1a810c14	あなたたちは⏎影の大王に おわれている3人組だろ?	You guys are the three of us under the shadow king, right?	
09030208	オレたちは ただの旅人さ	We're just travelers	
1a810c14	まあ、そう言うしか⏎ないと思うけど……⏸どちらにしても、あなたたちとは⏎いたくないんだ	Well, I guess I have no choice but to say it...⏸Either way, I don't want to be with you guys.	
1a810c14	めんどうに まきこまれたら たまらない⏸少年と元城の兵士、そして野育ちの少女。⏎大王が おってをかけている	It would be unbearable to be involved in such trouble⏸ A boy, a former castle soldier, and a girl who grew up in the wild. ⏎The Great King is counting on her	
1203030c	野育ちで悪かったわね!	Too bad he grew up in the wild!	
02030104	(ジャスミン、だまって!)	(Jasmine, shut up!)	
1a810c14	やっぱり思ったとおりだ	It's just as I thought	
20810c14	でも、野育ちなんて⏎すてきな生き方だと思うよ	But I think growing up in the wild is a wonderful way to live.	
1103030c	………	………	
0b030208	ていあんだが……	But...	
09030208	4人づれだと⏎あやしまれないのではないか?	If you bring 4 people, ⏎I don't think they'll get suspicious.	
1403030c	もっと良い考えがあるわ。⏎わたしが ぬければいいのよ⏸男男男女より男男男の方が⏎てきを あざむきやすいわ	I have a better idea. ⏎It's okay if I do it ⏸It's easier for men and women to cheat than for men and women.	
02810104	だめだよ! きみが きけんだ!	No! You're the one asking!	
1103030c	だいじょうぶ。⏎フィリとクリーもいるし	It's okay. ⏎Fili and Kree are also there.	
01810104	ぼくたちは仲間だ。別れたくない。⏎いっしょに行こう	We are friends. I don't want to break up. ⏎Let's go together	
1103030c	デインをトーラへ送りとどけるまでよ⏸ケガをさせた せきにんがあるでしょ?	Until we send Dain back to Thora. There's someone who injured him, right?	
03810104	ジャスミン……	jasmine……	
1103030c	わたしはもう きめたから。⏎それじゃあ、後で会いましょう!	Because I've already decided. ⏎See you later!	
1f810c14	すまない。ぼくのせいで……	Sorry. Because of me...	
09030208	野育ちをほめられて⏎ちょうしに乗ったのか……	I was praised for growing up in the wild⏎Maybe I got carried away...	
03810104	(ジャスミン、無事でいてくれよ……)	(Jasmine, please stay safe...)	
20810c14	ルーカス!	Lucas!	
3a010660	これはこれはデインぼっちゃん!⏎おや、ケガをしているんですか?	This is Dane-chan!⏎Oh, are you hurt?	
1a810c14	うん。でも、たいした事ないよ	Yeah. But it's no big deal	
3a010660	それは良かった⏸あたしもアニキのスカールも⏎安心してます	That's good ⏸ Me and Aniki's Scar are relieved ⏎	
09810208	スカール?	Scar?	
3a010660	ここにいますよ。⏎ごしょうかい しましょうか?	I'm here. ⏎Shall I introduce you?	
1a810c14	いや、いいんだ、ありがとう	No, it's fine, thank you	
3a010660	ところでデインぼっちゃん⏸ジョーカーさんが探していましたよ。⏎とても心配して……	By the way, Dane Botchan⏸Joker was looking for you. ⏎I'm very worried...	
1e810c14	ふん!⏸ジョーカーには世話になったけど⏎子どもあつかいはたえられないよ	Hmph! ⏸ Joker took care of me, but ⏎ I can't stand how he treats children.	
3a010660	そうですか……	is that so……	
09810208	デイン、この人は?	Dane, who is this?	
1a810c14	レジスタンスに協力してくれている⏎商人だよ。ルーカス&スカール	He's a ⏎merchant who is cooperating with the resistance. lucas & skaar	
1a810c14	ねえ、ルーカス。⏎何か旅に役立つ物、売ってるかい?	Hey Lucas. ⏎Do you sell anything useful for traveling?	
3a010660	まかせてください!	Please leave it to me!	
3a010660	さて、ぼっちゃんのお知り合いなら⏎おまけしなくちゃなりませんね⏸これをどうぞ!	Now, if you know Bocchan, you have to give him a bonus⏸ Enjoy this!	
20810c14	女王バチの『#f8ffハチミツ#fcff』だね!	"It's Queen Bee's ""#f8ff honey #fcff""!"	
1a810c14	リーフ、とっても貴重な物だから⏎もらっておくといいよ⏸ルーカスたちのお母さんが⏎つくっているんだ	The leaf is a very valuable item, so you should get it. Lucas and his friends' mother made it.	
3a010660	母はリンゴをつくっていましてね⏸女王バチのアップルドリンクって⏎ご存知ですか?	My mother used to make apples⏸Do you know about queen bee apple drink?	
05810104	え!? あの!?	Huh!? Huh!?	
20810c14	知ってるなら話は早い⏸でも、レジスタンスに協力している⏎事はナイショだよ	If you know, it's easy to tell, but the fact that he's cooperating with the resistance is a secret.	
09810208	うむ。約束しよう	Hmm. Let's promise	
0b810208	ルーカス。⏎母上には めいわくをかけた	Lucas. ⏎I told my mother what she meant.	
1a810c14	何をした……うっ!!	What did you do...ugh!!	
3a010660	ぼっちゃん!?	Bocchan!?	
02810104	デイン!!	Dayne!!	
0b810208	気を失ってしまったようだ。⏎ずいぶん無理をしていたからな	Looks like he's fainted. ⏎Because I was forcing myself a lot.	
3a010660	もしよろしければ……⏸あたしがデインぼっちゃんを⏎お仲間のところへおつれしますよ⏸これから行く予定だったので⏎ちょうどよいです	If you don't mind...⏸I'll take Dane-bocchan⏎to my friends⏸I was planning to go soon, so⏎It's perfect.	
09810208	デインはトーラへ行きたがって⏎いたようだが……	It seems that Dain wanted to go to Thora, but...	
3a010660	そうみたいですね。⏎この何年か、ずっと……⏸でも、ジョーカーさんが反对していますし⏎それに、トーラは なくなりやしませんよ⏸ケガが治ってからでも おそくは⏎ありませんからね	It seems so. ⏎For the past few years...⏸But Mr. Joker is rebellious⏎Besides, Tora isn't going away⏸Even after his injury has healed⏎It's not too late.	
09810208	リーフ、どうする?	Leaf, what should we do?	
03810104	……デインが本物なら⏎きっとまた会えるよね⏸それまでレジスタンスと いっしょなら⏎安心だと思う	...If Dain is real⏎I'm sure we'll meet again⏸Until then, I'll be with the Resistance⏎I think I'll be safe.	
09810208	そうだな……では、ルーカス⏸われわれも 旅のとちゅうでな。⏎そうしてもらえると助かる	That's right... Well then, Lucas, we're on a journey too. ⏎It would be helpful if you could do that.	
3a010660	それではおまかせください	Please leave it to me then.	
01810104	ねえ、ルーカス……⏸デインが王家のあとつぎというのは⏎本当?	Hey, Lucas...⏸Is it true that Dain is the next in line to the royal family?	
3a010660	さあ、あたしにはなんとも⏸でも、それがぼっちゃんの⏎心の支えになっているんです⏸あたしは信じてあげたいですね	Well, I can't help it, but that's what's supporting Bocchan's heart. I want to believe in him.	
01810104	うん、そうだね。⏎ぼくも信じてみるよ	Yes, that's right. ⏎I'll try to believe it too	
09810208	さて、部外者はいなくなった。⏎心おきなく話しながら行くか	Now, the outsiders are gone. ⏎Are you going to go while talking without worrying?	
01030104	そうだね。⏎ジャスミンが心配だ	I agree. ⏎I'm worried about Jasmine	
01810104	バルダ! 船だ!⏎船がとおっているんだよ!	Barda! It's a ship!⏎There's a ship passing by!	
09810208	そのようだが……⏸このかんばんは ずいぶん古いぞ⏸平和な時代ならともかく⏎今も船があるとは……	It seems like that, but...⏸This Kanban is quite old⏸Anyway in peaceful times⏎I can't believe there are still ships...	
01030104	バルダ! 今の聞いた?	Barda! Did you hear that just now?	
09030208	ああ、聞いたとも。⏎本当に船が来るようだな	Oh, I heard that. ⏎It looks like the ship is really coming.	
09030208	なあリーフ?	Hey Leaf?	
01030104	なに?	what?	
0c030208	こんなに にぎやかなのは⏎ひさしぶりだな	It's been a while since it's been this lively.	
280107b0	おい、野育ちのむすめはどうした?	Hey, what happened to the wild girl?	
09810208	はて……なんの事だ?⏸わたしは息子と旅をしている商人だ。⏎むすめなどいない	Hmm...what's going on?⏸I'm a merchant traveling with my son. ⏎There are no daughters.	
280107b0	ふん。どうやらそのようだな⏸大人の男、たよりなさそうな少年、⏎野育ちのむすめ……⏸この3人組を影の大王が⏎ねらっているらしい⏸ヘタに かかわりあって⏎まきこまれたら かなわんからな	Hmm. It seems that way. An adult man, a seemingly helpless boy, and a daughter who grew up in the wild. It seems that the great shadow king is targeting these three. If they get involved, they won't be able to survive. Na	
09810208	ねらっている……とは?	What do you mean by “Aiming”?	
280107b0	大王のお宝をぬすんだって話だ。⏎大ばかやろうどもさ	The story is that he stole the great king's treasure. ⏎You idiots	
09810208	たしかに……	surely……	
01030104	たよりなさそうな少年だってさ	He's a boy who seems hopeless	
09030208	本当の事は オレが知っている。⏎そう思わせて ゆだんさせておけ	I know the truth. ⏎Let her think that and leave her alone.	
01030104	(バルダ……ありがとう)	(Barda...thank you)	
280107b0	ポリパンには気をつけな。⏎スキあらば何かぬすもうとしている	Be careful of polypans. ⏎I'm trying to steal something if I like it.	
280107b0	ああ、それから……⏸川におちても助けないぞ⏸水中は川ヘビでいっぱいだ。⏎おちたら ひとたまりもない	Oh, and...⏸I won't help you if you fall into the river⏸The water is full of river snakes. ⏎If you fall, there won't be a single drop.	
3c810668	旅の方ですか?	Are you a traveler?	
01810104	はい	yes	
3c810668	旅はきけんだけれど⏎とても自由で いいですよね	Although the trip is tough, it's nice to have so much freedom.	
01810104	はぁ……	Sigh...	
3c810668	でも、不自由が なつかしく⏎なったり しませんか?	But don't you feel nostalgic about your inconvenience?	
01810104	いったい何の話ですか?	What on earth are you talking about?	
3c810668	ふっ……⏎おとなになれば わかりますよ	Hehe...⏎You'll understand when you become an adult.	
28010874	なによ。わたしは おどらないわよ。⏎あなたみたいな子どもとはね	What? I don't dance. ⏎With a child like you	
05810104	いや、そういうわけじゃなくて……	No, it's not like that...	
28010874	ふん、いやらし!	Hmm, naughty!	
15810374	あら、ふられたのね	Oh, you got dumped.	
02810104	そういうわけじゃなくて!	That's not the case!	
15810374	わたし、おどってあげてもよくってよ	I said you could dance with me.	
01810104	おどりたくなんかないよ	I don't want to dance	
16810374	わたしと おどらないって言うの!?	Are you saying you won't dance with me?	
05810104	ジャスミン……	jasmine……	
1581030c	どう?	copper?	
01810104	どうって……	What...	
1581030c	野育ちには見えないでしょ?	It doesn't look like a wild animal, does it?	
01810104	まあ、そうだね	Well, that's right	
09030208	リーフ、ちょっと話がある	Leaf, I have something to say to you.	
01810104	うん、わかった	Yeah, I understand.	
09030208	すまないが、息子とふたりに⏎してくれないか?	I'm sorry, but could you please give it to me and my son?	
01810104	バルダ、よく見てごらんよ	Barda, take a good look.	
0d030208	(ジャスミン!?)	(jasmine!?)	
1581030c	似合う?	Does it suit you?	
09030208	……たしかにキレイだな⏸しかし オレは……	...She's certainly beautiful⏸But I...	
01810104	どうしたの?	what happened?	
09030208	いつものジャスミンの方が⏎キリっとしていて良いと思う	I think the usual jasmine is sharper and better.	
1581030c	いつもと同じじゃ⏎へんそうに ならないわよ	It won't be weird if it's the same as usual.	
0c030208	ははは! ちがいない!	Hahaha! Of course!	
05810104	なんだか、様子がへんだよ	Something doesn't feel right	
0d030208	客が……ふえているようだ	It seems like the number of customers is increasing...	
05810104	そんなバカな!	Such an idiot!	
1581030c	オルよ!	Ol!	
02030104	うわっ!	Wow!	
05030104	なんだ、あいつ	What is that?	
0d810208	リーフ! ベルトは?	Leaf! What about your belt?	
02030104	あっ	Ah	
0a030208	ぬすっとポリパンめ!	Nusutto Polypan!	
0a030208	リーフ! ベルトだ!	Leaf! It's the belt!	
1581030c	バルダ!!	Barda!!	
02810104	待ってて! 今行く!	Wait! Let's go now!	
02810104	バルダ! バルダ!	Barda! Barda!	
02810104	ジャスミン!!	jasmine!!	
1303030c	……わたしはだいじょうぶ	...I'm fine	
03810104	良かった……	it was good……	
1303010c	バルダはどうしたの?	What happened to Barda?	
00000000	父さん。⏎バルダが川におちて……⏎父さんの親友が……⏎ごめんなさい。	Dad. ⏎Barda fell into the river... ⏎My father's best friend... ⏎I'm sorry.	
1381030c	バルダ、無事よね?	Barda, are you okay?	
01030104	ああ⏸なんとか岸までおよいで⏎つかれた、つかれたって休んでいるはずさ	Ah ⏸ Somehow you made it to the shore ⏎ Even if you are tired, you should be resting even if you are tired.	
1481030c	きっとね!	I'm sure!	
1181030c	ねえ、リーフ。これを見て⏸まもののどうくつの事を聞いたら⏎船長がくれたの	Hey, Leaf. When I saw this and asked about the number of monsters, the captain gave it to me.	
01030104	……あの船長、信用していいの?	...Can I trust that captain?	
1181030c	どういう意味?	What does it mean?	
01030104	地図をくれるほど しんせつそうには⏎見えなかったよ	I didn't see you being so kind as to give me a map.	
1381030c	そうかもしれないけど……	That may be true, but...	
01030104	バルダならどうすると思う?	What do you think Barda would do?	
1181030c	わたしたちが反对するような事⏎言うと思う⏸たとえば……	I think we'll say things that we'll take offense to, for example...	
01030104	とりあえず行こう	Let's go for now	
1481030c	うん、そんな感じ⏸とりあえずって何よ!って⏎言いたくなるの	Yeah, that's what it feels like ⏸ What do you mean for now? ⏎ I want to say it.	
04030104	そうそう!	oh yeah!	
01810104	あれ……だね	That's it...	
02810104	おまえたちは何者だ!	Who are you guys!	
28010700	見てのとおりの とうぞくさ⏸どうくつのお宝にひかれた⏎れんちゅうをおそうのが仕事だ	As you can see, it's a tree⏸I was drawn to the treasure in the animal⏎My job is to destroy the brick.	
05810104	やっぱり船長とグルだったんだ	After all, it was the captain and Guru.	
28010700	お互いメリットが多い。⏎持ちつ持たれつだな	There are many benefits to each other. ⏎It's too late	
0a030208	おい、きさまたち!⏎オレの仲間になにをする!	Hey, you guys!⏎What are you doing to my friends!	
01810104	バルダ!	Barda!	
1403030c	無事だったのね!	I hope you're okay!	
0c810208	おお、すまなかった。⏎心配をかけたな	Oh, I'm sorry. ⏎I made you worry.	
1303030c	もう会えないかと思った	I thought I'd never see you again	
0b810208	川におちたときは⏎オレも もうダメだと思った⏸しかし、そうかんたんに⏎死ぬわけにはいかない⏸オレには 大事な仕事があるからな	When I fell into the river, ⏎I thought I was doomed too⏸But I couldn't die that easily⏎I had an important job to do.	
03030104	(無事で良かった、バルダ……⏎本当に良かった……)	(I'm glad you're safe, Barda...⏎I'm really glad...)	
09810208	さあ、よろこびあっている⏎ばあいではない	Now, it's not time to be happy.	
09810208	リーフ、宝石を感じるか?	Leaf, can you feel the gem?	
01030104	うん、少し、あつくなっている	Yeah, it's getting a little hot.	
28010974	ふふふ……	Hehehe...	
0a030208	まじょテーガン!	Serious Tegan!	
28010980	元城の兵士。かじ屋のたよりなさそうな⏎息子、野育ちのむすめ……⏸おまえたちが影の大王様に⏎はんこうする命しらずだね	Former castle soldier. The Kajiya's hopeless ⏎ son, the daughter who grew up in the wild... ⏸ You guys will be the king of shadows ⏎ I don't know if I'm going to die.	
02030104	そんなの知らないよ!	I don't know about that!	
28010980	ウソを言うんじゃない!⏸なげきのみずうみに おまえたちが⏎いた事は ちゃんと知っている⏸かくれていたつもりだろうが⏎わたしには お見通しだよ	Don't lie! ⏸ I know for sure that you were ⏎ in the swampy waters ⏸ You may have thought you were hiding, but ⏎ I can see it.	
01030104	それはどうかな	I don't know about that	
09810208	(リーフ、相手をするな。⏎宝石が先だ)	(Leaf, don't play with your opponent. ⏎Jewels first)	
09810208	いつか たおさねばならない相手だ。⏎しかし、今はその時ではない	This is an opponent I will have to defeat someday. ⏎But now is not the time	
1103030c	どうして?	Why?	
09810208	ジャスミン。⏎本ちょうしではないだろう?	jasmine. ⏎Isn't it real?	
01030104	……そうだね。⏎テーガンはきょうてきだ	……I agree. ⏎Tegan is today	
01810104	ほら! アメジストだ!	Look! It's Amethyst!	
00000501	アメジストは しんじつのシンボル⏎心おちつける宝石	Amethyst is a symbol of peace⏎A gemstone that calms the soul	
0c030208	やったな、リーフ	Well done, Leaf.	
1403030c	あとひとつだね	There's just one more thing	
01810104	うん……⏸でも それよりも……⏸こうしてまた3人いっしょに⏎いられる事が うれしいよ	Yeah...⏸But more than that...⏸I'm happy that the three of us can be together again.	
1403030c	うん!	Yeah!	
09810208	さて……おまえたち⏎つかれただろう?⏸ここで ひと休みしよう	Well...you guys⏎are you tired?⏸Let's take a break here	
1203030c	自分が つかれたくせに!	Even though I'm tired!	
0c810208	オレが? オレは いつもと同じ。⏎力が みなぎっている	Me? I'm the same as always. ⏎She is full of power	
01810104	……?	……?	
09030208	どうした?	what up?	
01810104	いや、べつに……	No, not really...	
0b030208	さあ、こうして手をつないで休もう。⏎はなればなれに ならないように	Now, let's hold hands and rest. ⏎Don't become separated	
01810104	……うん	……Yeah	
1403030c	なんだか……ヘンなの!	It's kind of... weird!	
01810104	ねえ、バルダ?⏎テーガンが来るんじゃないかな	Hey, Barda?⏎I think Tegan will come.	
0b030208	だいじょうぶだ。オレが見はっている	It's okay. I'm looking at you	
09030208	安らかに ねむれ	Rest in peace	
02810104	テーガン!	Tegan!	
1203030c	やっぱり来たわね!	It's finally here!	
09810208	ああ	ah	
05030104	バルダ! 手をはなして!	Barda! Let go of my hand!	
0c810208	ふははは……	Hahahaha...	
28010980	よくやったね、オルよ	Well done, Ol.	
1703030c	オル!?	Ol!?	
28010980	わたしたちは影の大王様の⏎ちゅうじつなしもべさ⏸大王様は おまえたちの なきがらと⏎宝石を見たいと お望みだ	We are the faithful servants of the Great King of Shadows, and He desires to see your remains and your jewels.	
01810104	バルダ……本当なの?	Barda...is it true?	
09030208	らしいな	Seems like it	
0a030208	だれだ!	Who is it?	
05810104	デイン!?	Dayne!?	
1e030c14	もう! オルには気をつけろって⏎言ったのに!	Already! I told you to be careful with Ol!	
28010980	きさま、よくもじゃまを!	Dear you, get in the way!	
28010980	ふん!⏎これからが本番だよ!	Hmph!⏎Now it’s time for the real thing!	
01810104	デイン……	Dain...	
1403030c	ありがとう! 本当に助かったわ!	Thank you! It really helped me!	
1e030c14	ひどいよ⏸ぼくが気を失っているあいだに⏎置き去りにするんだもの	That's terrible, you left me behind while I was unconscious.	
03810104	だって……	Because...	
1e030c14	もうジョーカーのところへは⏎もどりたくないんだ	I don't want to go back to the Joker anymore.	
01810104	ひとつ質問がある。⏎どうして ここがわかったんだ?	I have one question. ⏎How did you know this?	
1a030c14	きみたちの行き先はわかるさ⏸きみたちの もくてきが⏎ぼくの思っているとおりならね	I know where you're going, if your plans are as I think they are.	
01810104	……	……	
1a030c14	話す気はないんだろ?⏎それでもいいよ	You don't want to talk about it, right?⏎That's okay.	
01810104	……	……	
1a030c14	バルダがいなくなったんだ。⏎ぼくだって たよりになるはずだよ	Barda is gone. ⏎I'm sure it'll be a blessing to you too.	
1303030c	ああ、バルダ……	Ah, Barda...	
28010274	だれが いなくなったって?	Who is missing?	
05030104	バルダ!?	Barda!?	
1303030c	……またオルなの?	...Is it Ol again?	
0d810208	オレがオル?⏎ずいぶん ひどい事を言うな	Am I an old man?⏎ Don't say really bad things	
01030104	あれから どうしていたの!?	What have you been doing since then?	
09810208	オレは 川ヘビに やられるほど⏎弱くはない……という事だ	I'm not weak enough to be attacked by a river snake...	
1103030c	どうしてここがわかったのよ	How did you find this place?	
09030208	とうぞくからどうくつの地図を⏎手に入れてな……	I got a map of the animals from Tozoku...	
0b030208	なあ、話はあとにして⏎とりあえず休まないか?⏸オレは つかれてしまった	Hey, let's talk about it later⏎Why don't you take a break for now?⏸I'm tired.	
01810104	(本物だ……)	(It's real...)	
1103030c	(まだ信用できないわ)	(I still can't believe it)	
03030104	ねえ、バルダ⏸手をつないで休む?⏸こうして再会できたんだもの。⏎もう、はなればなれに ならないように	Hey, Barda⏸Let's take a rest while holding hands.⏸This is how we were able to meet again. ⏎I hope she won't be separated from me anymore.	
0d030208	手をつなぐ?⏎ばかばかしい	Holding hands?⏎Ridiculous	
01810104	(やっぱり本物だ……)	(It's real after all...)	
1403030c	(うん、本物!)	(Yes, it's real!)	
0b030208	もうダメだ。ねる	It's no good anymore. Sleep	
00000000	父さん。⏎宝石はあとひとつ。⏎⏎デインは本当に あとつぎなのか……⏎おっては他にも たくさんいるのか……⏎気になる事は たくさんあります。	Dad. ⏎There's only one more gem left. ⏎⏎Is Dain really the next girlfriend...⏎Does he have many other girlfriends...⏎There are so many things I'm curious about about her.	
00000000	でも、またジャスミン、バルダと⏎旅ができて うれしいです。⏎父さん、負けないで、ぼくの帰りを⏎待っていてください。	However, I'm glad to be able to travel again with Jasmine and Barda. ⏎Dad, please don't give in and wait for me to return.	
