Header	Japanese	Google Translate	Translated	Notes
3810104	世間知らずなんだから……	Because I don't know the world...	"Poor Jasmine doesn’t⏎
know how cutthroat⏸
people can be…"	
1481030c	あら、わたしはこれが⏎気に入ったわ	"Oh, I like this ⏎"	"Look、what a great⏎
prize!"	
28010000	なんのやくにも たたない⏎『#f8ff木ぼりの小鳥#fcff』を手に入れた!	"I can't stand anything ⏎I got ""#f8ff woodcutter's little bird #fcff""!"	"Got a totally useless⏎
『#f8ffWooden Bird#fcff』!"	
3810104	(銀貨1枚じゃ たかいよ……)	(One silver coin is expensive...)	"(One silver coin is⏎
a lot of money…)"	
280106ac	ほら、ぼっちゃん!⏸そんをしたと思ったら⏎取りかえさなくちゃ!	"Look, little boy!⏸If you think you've lost something,⏎you have to replace it!"	"Hey、kid! If you⏎
don’t like the prize,⏸
why not try again?"	
1810104	ここは宿屋だよね。とめてくれるかな?	This is an inn. Can you stop it?	"An inn! Should we⏎
rest here?"	
9030208	部屋が空いていればいいが……	It would be nice if the room was empty...	"I hope they have a
room available…"	
29810930	ようこそ宿屋チャンピオンへ!	Welcome to Inn Champion!	"Welcome to the⏎
Champion Inn!"	
9810208	部屋はありますか?	Do you have a room?	"Do you have an empty⏎
room?"	
29810930	もちろんですとも!⏸あなたたち、きょうぎ大会に⏎出るのよね?	"Of course!⏸You guys will be participating in the Kyogi tournament, right?"	"Why of course! You⏎
are competitors in⏸
the Games、right?"	
3810104	ええと……	you know……	Well…	
0b810208	どうしたものかと……	I wonder what happened...	We’re not sure…	
29810930	出場者は食事と部屋代が⏎ただですよ	Contestants pay for meals and room for free.	"Room and board are⏎
free for competitors"	
0c810208	出ます	I'm leaving	Count me in!	
9810208	(いい考えがある。まかせてくれ)	(I have a good idea. Leave it to me)	"(I have an idea!⏎
Leave it to me!)"	
4810104	出ます	I'm leaving	Count us in!	
29810930	そうでしょうとも!⏸さあさあ、食堂へ行って⏎たっぷり食べてくださいな	"I guess so!⏸Come on, go to the dining room⏎Eat plenty."	"Wonderful!⏸
Now go and eat well⏎
in the dining room!⏸
You have to be fit⏎
for tomorrow!"	
1030104	ねえ、バルダ⏸さっき言ってた『いい考え』ってなに?	"Hey, Barda⏸What was that ""good idea"" you were talking about earlier?"	"So、Barda…⏸
What was your idea⏎
you had earlier?"	
9810208	チャンピオンになれば⏎金貨1000枚だそうだ⏸それを オレたちで⏎いただこうじゃないか	"It seems that if you become the champion, you'll get 1000 gold coins, and we'll take it with you."	"It seems that the⏎
champion earns 1000⏸
gold coins⏸
I think we can do it"	
1303030c	いい考えって……	Good idea...	Some idea…	
3810104	それ?	that?	I don’t know…	
0c030208	ああ	ah	Haha!	
0b030208	オレたちは これまでたくさんの⏎かいぶつたちと戦ってきた	We have fought many ⏎kaibutsu so far.	"We have fought many⏎
terrible monsters⏸
already!"	
0c030208	それにくらべたら、いなかの⏎うでじまんなんて相手じゃないさ!	"Compared to that, Inaka's ⏎Udejiman is no match for me!"	"Compared to that、⏎
this should be a⏸
piece of cake for us!"	
1481030c	それもそうね	That's also true	That’s true!	
3810104	(そうかな……)	(I guess so...)	(I guess so…)	
0c030208	オレのパワー!⏎ジャスミンの身軽さ! リーフの……	My power!⏎Jasmine's nimbleness! Leaf's...	"We have my strength!⏎
Jasmine’s agility!⏸
And Lief’s… um…"	
1810104	ぼくの?	my?	My…?	
0c030208	……せいぎ感!	...A sense of justice!	…sense of justice!	
3810104	(なんだよ、それ)	(What is that?)	"(What does that⏎
even mean?)"	
1181030c	リーフにはスピードがあるわよ	Leaf has speed	Lief’s speed	
0c030208	そうだ、スピードだ!⏸スピードは おまえにたりないものを⏎ぜんぶ おぎなってくれるぞ!	"That's right, it's speed! ⏸Speed ​​will take care of everything you can't do!"	"That’s right、speed!⏸
Anything you can’t⏎
handle、you can just⏸
run away from!"	
2810104	ひっかかる言い方だなぁ	That's a weird way to say it.	"Do you have to put⏎
it like that?"	
0c030208	まあ、自信を持とうじゃないか	"Well, let's be confident"	"Hah! Come on、show⏎
some confidence!"	
500	父さん、ぼくたちは⏎自信を持ちすぎました。	"Dad, we were ⏎too confident."	"Perhaps we were too⏎
confident"	
0	きょうぎ大会に出た ぼくたちは⏎あれよあれよと けっしょうへ……⏎⏎けっしょうに のこったのは⏎ぼくたち3人と見知らぬ男がひとり……	"We participated in the today's competition, ⏎areyo areyo, and went to the race...⏎⏎The only people left at the race were ⏎the three of us and one stranger..."	"We went to the day’s⏎
tournament… after⏎
grueling hours of⏎
fighting、there were⏎
only the 3 of us and⏎
one stranger left…"	
9810208	(まず、あいつを たおそう)	"(First, let's defeat him)"	"(Let’s take this⏎
guy down)"	
1030104	(それから?)	(after that?)	"(And then what? There⏎
is only one winner)"	
1281030c	(きまってるじゃない。インチキよ)	(It's obvious. It's a fake.)	"(Why、we will decide⏎
who is to win、then)⏸
(just pretend to⏎
fight each other)"	
1281030c	(3人のうち、だれがかっても⏎金貨は手に入るのよ?)	"(Anyone out of the three will get the ⏎gold coins, right?)"	"(If any of us wins⏎
we get the gold!)"	
2030104	(ここまで来たんだから⏎正々堂々と戦おうよ)⏸(ぼくたちが たおしてきた相手に⏎もうしわけないと思わない?)	(We've come this far⏎⏎Let's fight fair and square.)⏸ (Don't you think there's nothing we can do about the people we've defeated?)	"(It would not be⏎
honorable!)"	"This is Barda’s line in the book, but the game gives it to Lief."
9810208	(ケガでもしたらどうする?)	(What would you do if you were injured?)	"(We don’t want to⏎
hurt each other)"	
1030104	(手かげんするよ)	(I'll make you feel good)	"(Don’t worry、I’ll⏎
make you look good!)"	"I’m really not sure what the intended meaning is here, and automated translation isn’t really helping me. For now, I’m going to put in something else that should make sense."
1281030c	(まるであなたが かつみたいな⏎言い方ね!)	(It's like you are like that!)	"(Perfect! You can put⏎
on a good show while⏸
I take you down!)"	
3030104	(そういうわけじゃないけど)	(That's not the case though)	"(That’s… not what I⏎
meant…)"	
19810710	おい、試合中だぞ!	"Hey, the game is on!"	"Hey、we’re supposed⏎
to be fighting!"	
1203030c	わかってるわよ!	I know!	Just watch me!	
0	怒ったジャスミンは強いんです……⏎本当に。	Angry Jasmine is strong...⏎Really.	"Jasmine is stronger⏎
than she looks。⏎
⏎
A lot stronger。"	
0	ゆだんしていた ぼくとバルダは⏎ジャスミンに あっさりと……	"Barda and I, who were resting in peace, easily met Jasmine..."	"She caught me and⏎
Barda by surprise⏎
and quickly took us⏎
down…"	
0a030208	ジャスミン、ケガには気をつけろ!	"Jasmine, be careful not to get hurt!"	"Jasmine、I said to⏎
avoid injuries!"	"I’m not sure if this is the right way to go with this scene, but it’s kinda funny?"
1281030c	負けた人は だまってて!	"Those who lost, stay quiet!"	"You lost! Losers do⏎
not speak!"	
19030710	どうした……オレはまだ立っているぞ	What happened...I'm still standing.	"What’s wrong? Giving⏎
up already?"	
1281030c	ふん! おじさん、つかれて⏎フラフラのくせに	"Hmph! Uncle, I'm tired⏎Even though I'm dizzy"	"Hmph! I thought you⏎
could use a break!⏸
You look tired、old⏎
man!"	
19030710	ふん、そう思うならトドメをさせ。⏎それとも……オレがこわいのか?⏸無理もない、おまえはまだ小むすめ。⏎本当なら母親のそばがお似合いだ⏸ほら、泣きながら家に帰れ	"Well, if you think so, let me deal you the final blow. ⏎Or... are you scared of me?⏸No wonder, you're still a small girl. ⏎If it's true, you look good next to your mother.⏸Come on, go home crying."	"Hah! You cannot⏎
master your fear⏸
enough even to put⏎
up a good show for⏸
the crowd!⏸
Run home and hide⏎
your head in your⏸
mamma’s lap!"	Altered to better match the book.
1281030c	お母さんですって!?⏎家ですって!?	It’s your mother!?⏎It’s your house!?	"My mother!?⏎
How dare you!"	
1281030c	わたしの事なんか⏎何も知らないくせに!	You don't know anything about me!	"You know nothing⏎
about me!"	
2030104	ジャスミン、やめろ!⏎しょうぶは きまった	"Jasmine, stop it!⏎The match is decided!"	"Jasmine、wait! The⏎
match is decided!"	
29030930	やりましたね! チャンピオンですよ!	You did it! You're a champion!	"You did it、my dear!⏎
You’re the champion!"	
9810208	どうした?	what up?	Is something wrong?	
1303030c	わたし……お母さんの事を⏎言われてカッとなって……⏸そう、怒りに心をうばわれたの⏸もう しょうはいは きまっているのに⏎相手を せめつづけた……⏸しかも それを楽しんでいたのよ。⏎リーフが止めてくれなかったら……	"I...I got angry when someone said something about my mother...⏸Yes, my anger took over my heart⏸Even though it was already decided, I kept blaming the other person...⏸And I didn't enjoy it. I was there. ⏎If Leaf didn't stop me..."	"I… I am ashamed⏸
The man Doom jeered⏎
about my mother。He⏸
made me angry、and⏎
I forgot myself。⏸
If Lief hadn’t⏎
stopped me…"	I’m taking some bits from the book and combining them with the game’s text here.
9810208	忘れてしまえ⏸命がけの戦いで おまえはかった。⏎ただそれだけの事だ	Forget it ⏸ You fought in a life-or-death battle. ⏎That's all.	"In the end、he lost⏎
and you won⏸
Think of that and⏎
forget the rest"	I’m changing this to a near quote from the book.
29030930	そうですよ!⏎ほら、金貨もこんなに!	"That's right!⏎Look, there are so many gold coins!"	"That’s right、my⏎
dear!⏸
And just look at all⏎
these gold coins!"	
1303030c	受け取ってもいいのかしら……	I wonder if I can accept it...	"I’m not sure that I⏎
can accept them…"	
9030208	ジャスミン次第だ。⏎なあ、リーフ?	"It's up to Jasmine. ⏎Hey, Leaf?"	"What do you think、⏎
Lief?"	
1030104	もちろん。⏎チャンピオンはジャスミンだからね	of course. ⏎The champion is Jasmine.	"Of course! Jasmine⏎
is the champion!"	
1103030c	それじゃあ、もらうわ⏸このお金を使うたびに思い出すの。⏎われを 忘れる おそろしさを	"Well then, I'll take it⏸Every time I spend this money, I'll remember it. ⏎The fear of her forgetting herself"	"Then I’ll take it⏸
It will remind me to⏎
be careful not to⏸
forget myself in⏎
anger again"	
0b030208	そうだな。⏎オレたちも思い出すだろうよ	That's right. ⏎We'll remember it too	"Yes、we’ll remember⏎
that too"	
1030104	ジャスミンを怒らせるな、ってね	"Don't make Jasmine angry, please."	"Yes、remember: do not⏎
make Jasmine mad!"	
1203030c	もう! わたしはまじめに⏎言ってるのよ!	Already! I'm being serious!	"Hey! I’m being⏎
serious!"	
500	ぼくたちは宿屋のおかみさんの⏎マザー・ブライトリーが教えてくれた⏎うら道から 町を出ました。	"We left town by taking the back road that Mother Brightly, the innkeeper's wife, had told us about."	"We left town by a⏎
back road that the⏎
innkeeper、Mother⏎
Brightly、told⏎
us about"	
500	賞金目当ての ごうとうがいるから⏎表から出るのは きけんだと言われました。	"I was told that there was a boss out there who was after the prize money, so it was a shame to come out of the spotlight."	"She said that there⏎
were bandits outside⏎
of town、so we should⏎
try to sneak out"	
500	でも父さん。⏎町を出たとたんになぐられて⏎ぼくたちは気を失ってしまいました。⏎⏎あの男が助けてくれなかったら⏎どうなっていた事か……	"But dad. ⏎As soon as we left town, we were attacked.⏎We lost consciousness. ⏎⏎If that man hadn't helped me, I wonder what would have happened..."	"As soon as we left、⏎
we were attacked and⏎
knocked unconscious!⏎
⏎
If that man hadn’t⏎
shown up…"	
19030710	気がついたか?	Have you noticed?	Good、you’re awake	
1203030c	あなたは……けっしょう戦の相手!?	Are you... my opponent in the battle!?	"You again!? Didn’t I⏎
beat you already?"	
19030710	ふん……好きほうだいに やってくれたな	Hmm...you did whatever you wanted.	Hmm… if you say so	
0a030208	オレたちを おそったのは⏎あんただな!	It was you who scared us!	"So it was you who⏎
attacked us!"	
19030710	おそわれた おまえたちを助けたんだ。⏎すこしは かんしゃしてくれ	I saved you guys from being attacked. ⏎Please be a little grateful.	"No、it was I who just⏎
saved you from your⏸
attackers。You could⏎
be a little grateful"	
1030104	あなたは……だれ?	Who are you?	Then… who are you?	
19030710	オレはジョーカー。⏎レジスタンスのリーダーだ	I'm the Joker. ⏎He is the leader of the resistance.	"My name is Doom⏸
I am the leader of⏎
the Resistance"	
0a030208	なんと!⏎影の大王と戦うレジスタンスの!?	What! ⏎The Resistance fighting against the Great Shadow King!?	"The Resistance? So⏎
you fight against⏸
the Shadow Lord?"	
19030710	ああ	ah	Right	
1203030c	そのリーダーが どうして⏎あんな大会に出たのよ	Why did that leader participate in such a tournament?	"Why would the leader⏎
of the Resistance be⏸
fighting in some⏎
tournament?"	
19030710	おまえたちが何者なのか⏎たしかめようと思ったのだ	I wanted to find out who you guys are.	"I needed to find out⏎
who you were"	
1030104	……ぼくたちを?	...us?	Us?	
19030710	おまえたちはウワサになっている⏸男と少年、野育ちの少女の3人組が⏎黒い鳥と旅をしている⏸その3人の行く先々で影の大王の⏎手下が たおされる……とな⏸さて……おまえたちは何者だ?⏎どんなもくてきで旅をしている?	"You guys have heard a rumor that a trio of a man, a boy, and a wild girl are traveling with a black bird, and wherever they go, the shadow king's minions are defeated... ...Tonna⏸Now...who are you guys?⏎What kind of clothes are you traveling in?"	"I have heard whispers⏎
about 3 travelers -⏸
a man、a boy、and a⏎
wild girl accompanied⏸
by a black bird⏸
Wherever they go、it⏎
is said、part of the⏸
Shadow Lord’s evil⏎
is undone⏸
So… just who are you?⏎
What are you doing?"	
1030104	ぼくたちは……	We are...	We are-	
0a030208	リーフ、ダメだ!	"Leaf, no!"	Lief、no!	
19030710	なるほど……ひみつというわけか⏸なに、無理に聞き出しはしない。⏎オレたちは 大王とはちがうからな	I see...it's a secret⏸I don't force myself to ask. ⏎We are different from the Great King.	"A secret、huh?⏸
Very well、I won’t⏎
force you to say"	
1203030c	もう行きましょう!	Let's go now!	Let’s keep moving!	
19030710	今、外は きけんだぞ。⏎影の憲兵団が おまえたちをさがしている	It's dangerous outside now. ⏎The shadow military police are looking for you guys.	"It is dangerous to⏎
travel now。The Grey⏸
Guards will be⏎
looking for you"	
1030104	どうして?	Why?	For us? Why?	
19030710	おまえたちを おそったのは⏎憲兵団だからさ⏸マザー・ブライトリーの差し金だ	It was the Military Police that scared you guys.It was Mother Brightly's money.	"It was the Grey⏎
Guards who attacked⏸
you as you left⏸
Mother Brightly led⏎
you right to them"	
0a030208	マザー・ブライトリーが!?	Mother Brightly!?	Mother Brightly!?	
19030710	そのとおり。⏸影の大王の やみのきょうぎ大会に⏎せんしゅを送りこむのが もくてきだ⏸ここの大会とはちがって、戦うのは⏎かいぶつばかり⏸つまり、めいよも賞金もない⏎ざんこくな見せ物に出されるんだ	"that's right. ⏸It's a good idea to send ⏎senshu to the Shadow King's dark tournament. ⏎Unlike the tournament here, there are only monsters to fight.In other words, there are no nieces or prizes.⏎Zankoku It's going to be put on display."	"That’s right⏸
The Games are used⏎
to find the strongest⏸
fighters in the land⏸
The Grey Guards grab⏎
the winners and take⏸
them to the Shadow⏎
Arena、where they die⏸
fighting monsters for⏎
the amusement of the⏸
Shadow Lord’s men"	
3030104	……もう、だれを信じていいのか⏎わからないよ	...I don't know who to trust anymore.	"I don't know who I⏎
can trust anymore…"	
19030710	オレを信じてみてはどうだ?⏸レジスタンスのアジトで⏎好きなだけかくまってやるぞ	Why don't you believe in me? ⏸ I'll hide you in the Resistance's hideout for as long as you like.	"Hm、you do not⏎
believe me?⏸
Come、I will take you⏎
to the Resistance’s⏸
stronghold where you⏎
can hide for as long⏸
as you need"	
0a030208	おりゃ!	Here we go!	Raargh!	
19030710	うっ!	Ugh!	Oof!	
1030104	バルダ!?	Barda!?	Barda!?	
9030208	おまえの言うとおりだ。⏎だれも信用できない⏸この男も同じ事⏸アジトにつれこんで オレたちの⏎ひみつを聞き出すつもりかもしれん	You're right. ⏎I can't trust anyone⏸The same goes for this man⏸Maybe he wants to take us to his hideout and find out our ⏎secrets.	"You are right、Lief⏸
We cannot trust any-⏎
one、including him⏸
He may have planned⏎
to take us to his⏸
hideout and learn⏎
our secrets"	
1103030c	そうね。正体不明の男に だまされるより⏎憲兵団と戦うほうがマシよ	That's right. It's better to fight the military police than to be deceived by an unknown man.	"Yeah、I would rather⏎
fight the Grey Guards⏸
than be deceived by⏎
some stranger"	
500	父さん……だれも信用できないなんて……⏎おそろしくて、さびしいです。	Dad...I can't trust anyone...⏎It's scary and lonely.	"I seems like I can’t⏎
trust anyone now…⏎
I’m scared and lonely"	
3810104	どっちへ行けばいいんだろう	Which way should I go?	"Which way do we go⏎
now?"	
9030208	オレたちが目指している⏎『うごめく砂』はそう遠くないはずだ	The ⏎“moving sand” we are aiming for shouldn’t be that far away.	"The Shifting Sands⏎
should be near here"	
1103030c	クリー!	Cree!	Kree!	
1203030c	ほら、あっちよ!⏎クリーを信じなさい!	Hey there! ⏎Believe in Kree!	"That way! Kree knows⏎
where to go!"	
3810104	ねえ、バルダ	"Hey, Barda"	Hey、Barda?	
9030208	なんだ?	What?	What it is、Lief?	
1810104	信用できる仲間がいて良かったよ	I'm glad I have friends I can trust.	"I’m glad I have⏎
friends I can trust"	
0b030208	……ああ。⏎しかし、オレも時にはまちがえるぞ	"……ah. ⏎However, I also make mistakes sometimes."	"As am I、Lief⏸
Though、I do make a⏎
mistake or two…"	
4810104	うん、よーく わかってる	"Yes, I understand very well."	"You can say that⏎
again!"	
0a030208	おい!	Hey!	Hey!	
9030208	ジャード……いい息子を持ったな	Jard... you've got a good son.	"Jarred… you’ve got⏎
a good son"	
1810104	ここが『うごめく砂』だね	"This is ""moving sand"""	"This must be the⏎
Shifting Sands…"	
9030208	そのようだな	It seems like that	It seems so	
1203030c	こんなところで宝石をさがすの!?	Are you looking for gems in a place like this?	"If the gem is hidden⏎
here、we will never⏸
find it!"	From the book
1810104	なんとかなるよ⏸今までの宝石と同じように⏎番人に守られてるはずだ⏸そして、その番人は ぼくたちが⏎来た事に気づいているはず	Everything will be fine⏸ Just like the previous jewels ⏎ it should be protected by a keeper ⏸ And that keeper should have noticed that we ⏎ came.	"No。This gem is like⏎
the others…⏸
It has a terrible⏎
Guardian。We will⏸
not have to search⏎
for it…⏸
It will find us"	
9030208	よし、かんげいしてもらおうか!	"Okay, let me have a look!"	"Well、let’s take a⏎
look"	
1810104	うん!	Yeah!	Right!	
1103030c	ねえ、何か聞こえるでしょ?	"Hey, can you hear something?"	Do you hear that?	
0b030208	ブーンという音か?	Is it a buzzing sound?	That buzzing sound?	
2810104	何かがいるのは かくじつさ	The fact that something is there	I hear it too!	
9030208	ブーンという音は⏎虫のはねの音だったようだな	The buzzing sound seems to have been the sound of insects splashing.	"It sounds like a⏎
swarm of insects"	
1103030c	虫が宝石を守っているの?	Are insects protecting the jewels?	"Are insects guarding⏎
the gem?"	
3810104	いや……	no……	I don't think so…	
0a030208	来るぞ!⏎今度こそ番人か!?	It's coming! ⏎Is it the keeper this time!?	"Something is coming!⏸
Could this be the⏎
Guardian?"	
1103030c	宝石は?	What about jewelry?	Any sign of the gem?	
3810104	それが……ベルトが反応しないんだ	That's... the belt doesn't respond.	"No… the belt isn’t⏎
responding…"	
0b030208	やれやれ……	Oh my...	Hmm…	
0b030208	今のかいぶつは番人じゃなかったのか	Wasn't the creature just now a keeper?	"Was that beast not⏎
the Guardian?"	
2810104	うわっ!	Wow!	Whoa!	
