Header	Japanese	Google Translate	Translated
00000000	プレイヤーキャラクターデザイン⏎黒川 理加⏎⏎モンスターキャラクターデザイン⏎八幡 裕二⏎黒川 理加⏎橋本 昌之	Player character design⏎Rika Kurokawa⏎⏎Monster character design⏎Yuji Yahata⏎Rika Kurokawa⏎Masayuki Hashimoto	
00000000	マップ&BGデザイン⏎橋本 昌之⏎上田 晃⏎⏎3Dモデリング⏎太田 亜樹	Map & BG design⏎Masayuki Hashimoto⏎Akira Ueda⏎⏎3D modeling⏎Aki Ota	
00000000	音響制作⏎サウンドプロデュース⏎有限会社ベイシスケイプ	Sound production ⏎ Sound production ⏎ Basiscape Co., Ltd.	
00000000	サウンドスーパーバイズ⏎崎元 仁	Sound supervision⏎Hitoshi Sakimoto	
00000000	作曲⏎崎元 仁⏎⏎金田 充弘⏎阿部 公弘⏎上倉 紀行⏎岩田 匡治	Composition: Hitoshi Sakimoto⏎⏎Mitsuhiro Kaneda⏎Kihiro Abe⏎Kiyuki Kamikura⏎Masaharu Iwata	
00000000	マニピュレート⏎金子 昌晃	Manipulate⏎Masaaki Kaneko	
00000000	効果音⏎金子 昌晃⏎中越 健太郎	Sound effects⏎Masaaki Kaneko⏎Kentaro Chugoshi	
00000000	サウンドマネージャー⏎伊藤 美紀⏎⏎サウンドアシスタント⏎松本 紫步子	Sound Manager⏎Miki Ito⏎⏎Sound Assistant⏎Shiko Matsumoto	
00000000	デルトラクエスト メインテーマ⏎作曲⏎崎元 仁⏎⏎演奏⏎エミネンス交響楽団⏎⏎レコーディングスタジオ⏎FOXSTUDIO	Deltora Quest Main Theme⏎Composition⏎Hitoshi Sakimoto⏎⏎Performance⏎Eminence Symphony Orchestra⏎⏎Recording Studio⏎FOXSTUDIO	
00000000	ムービー制作⏎デジプラネット有限会社	Movie production⏎Digiplanet Co., Ltd.	
00000000	演出・ディレクター⏎麻生 憲⏎⏎編集⏎吉岡 有人⏎⏎アニメーション⏎高橋 渉	Production/Director⏎Ken Aso⏎⏎Editing⏎Yuto Yoshioka⏎⏎Animation⏎Wataru Takahashi	
00000000	ムービーモデル制作⏎渡邉 靖之⏎大塚 智幸⏎三本 一輝	Movie model production ⏎ Yasuyuki Watanabe ⏎ Tomoyuki Otsuka ⏎ Kazuki Sanmoto	
00000000	ムービーモデル制作(リーフ)⏎モデルプロデューサー⏎赤城 晴康⏎⏎3DCGモデラー⏎熊澤 直紀⏎荻原 あすか⏎大野 彰	Movie model production (Leaf)⏎Model producer⏎Haruyasu Akagi⏎⏎3DCG modeler⏎Naoki Kumazawa⏎Asuka Ogiwara⏎Akira Ohno	
00000000	監修⏎株式会社ジェンコ⏎佐藤 尚樹⏎森尻 和明⏎橋本 健	Supervision⏎Genco Co., Ltd.⏎Naoki Sato⏎Kazuaki Morijiri⏎Ken Hashimoto	
00000000	株式会社電通テック⏎武藤 博昭⏎岡田 大将⏎坂本 明久⏎竹村 麻友子	Dentsu Tech Inc. ⏎ Hiroaki Muto ⏎ Daisho Okada ⏎ Akihisa Sakamoto ⏎ Mayuko Takemura	
00000000	スペシャルサンクス⏎株式会社岩崎書店⏎細谷 洋⏎佐々木 幹子	Special thanks⏎Iwasaki Shoten Co., Ltd.⏎Hiroshi Hosoya⏎Mikiko Sasaki	
00000000	株式会社電通⏎仲野 隆⏎笹田 直樹⏎下菌 隆洋	Dentsu Inc.⏎Takashi Nakano⏎Naoki Sasada⏎Takahiro Shimoba	
00000000	株式会社講談社⏎河北 壮平⏎立石 謙介	Kodansha Co., Ltd. ⏎ Sohei Kahoku ⏎ Kensuke Tateishi	
00000000	株式会社バンダイ⏎久保 勝範⏎射場 周作⏎細字 佑佳	BANDAI CO., LTD. ⏎ Katsunori Kubo ⏎ Shooting site Shusaku ⏎ Fine print Yuka	
00000000	株式会社電通⏎仲野 隆⏎笹田 直樹⏎下菌 隆洋	Dentsu Inc.⏎Takashi Nakano⏎Naoki Sasada⏎Takahiro Shimoba	
00000000	株式会社グラスホッパー・マニファクチュア⏎須田 剛一⏎⏎中沢 哲也⏎渡辺 和寿	Grasshopper Manufacture Co., Ltd.⏎Goichi Suda⏎⏎Tetsuya Nakazawa⏎Kazuhisa Watanabe	
00000000	今井 紀男⏎松村 卓	Norio Imai⏎Taku Matsumura	
00000000	デバッグ⏎ポールトゥウィン株式会社⏎田中 一糖⏎蛯原 有紀⏎生田 学⏎川崎 一人	Debugging ⏎ Paul Twin Co., Ltd. ⏎ Hitsou Tanaka ⏎ Yuki Ebihara ⏎ Manabu Ikuta ⏎ Solo Kawasaki	
00000000	ベック品質管理室⏎チームリーダー⏎柳沼 聡	Beck Quality Control Office⏎Team Leader⏎Satoshi Yaginuma	
00000000	中川 伸一⏎石井 大樹⏎山﨑 なぎさ⏎中谷 奈津美	Shinichi Nakagawa⏎Daiki Ishii⏎Nagisa Yamazaki⏎Natsumi Nakatani	
00000000	米川 千秋⏎船木 信宏⏎國田 一勧⏎濱井 翔	Chiaki Yonekawa⏎Nobuhiro Funaki⏎Ikkan Kunita⏎Sho Hamai	
00000000	マニュアルデザイン⏎株式会社レイアップ	Manual Design⏎Rayup Co., Ltd.	
00000000	宇都宮 千秋⏎齋藤 由紀子⏎中村 憲二⏎日向野 知恵⏎森川 敦	Chiaki Utsunomiya⏎Yukiko Saito⏎Kenji Nakamura⏎Chie Hyugano⏎Atsushi Morikawa	
00000000	制作/企画⏎株式会社ベック	Production/Planning ⏎ Beck Co., Ltd.	
00000000	ディレクター・企画原案⏎芝村 裕吏	Director/Planner ⏎Hiroshi Shibamura	
00000000	プロデューサー⏎山本 恵里香	Producer Erika Yamamoto	
00000000	エグゼクティブプロデューサー⏎岡本 吉弘⏎富岡 英明	Executive producer⏎Yoshihiro Okamoto⏎Hideaki Tomioka	
00000000	製作⏎株式会社バンダイナムコゲームス	Produced by Bandai Namco Games Co., Ltd.	
00000000	セールスプロモーション⏎西澤 冬樹⏎古田 真美⏎星合 真樹⏎山崎 秀之⏎山崎 翔也	Sales Promotion⏎Fuyuki Nishizawa⏎Mami Furuta⏎Maki Hoshiai⏎Hideyuki Yamazaki⏎Shoya Yamazaki	
00000000	パブリシティプロモーション⏎渡辺 浩孝⏎安子 大樹⏎森山 愛子	Publicity Promotion ⏎ Hirotaka Watanabe ⏎ Daiki Yasuko ⏎ Aiko Moriyama	
00000000	プロデューサー⏎原田 真史⏎南條 智輝	Producer⏎Masashi Harada⏎Tomoki Nanjo	
00000000	プロダクトマネージャー⏎今西 智明⏎新藤 貴行⏎石田 実循⏎三戸 亮	Product Manager⏎Tomoaki Imanishi⏎Takayuki Shindo⏎Mitsuyuki Ishida⏎Ryo Mito	
00000000	エグゼクティブプロデューサー⏎鵜之澤 伸⏎澤田 悦己	Executive Producer ⏎ Shin Unosawa ⏎ Etsumi Sawada	
00000000	Produced by⏎株式会社バンダイナムコゲームス	Produced by⏎BANDAI NAMCO Games Co., Ltd.	
