Header	Japanese	Google Translate	Translated	Notes
0b030208	ここまで来れば安全だろう	It's safe to come this far	"I think we finally⏎
lost them"	
1810104	あのララド族、どうなったかな	What happened to that Larado tribe?	"What happened to⏎
that Ralad?"	
9030208	気にはなるが……⏎オレたちが できる事はやった	"I'm worried, but...⏎We did what we could."	"We did all we could⏎
to help him"	
3810104	(そうだろうか……)	(I wonder...)	(I wonder…)	
1103030c	もどって様子を見てくる?	Will you come back and check on me?	"Should we go back⏎
and look for him?"	
0a810208	だめだ!⏸もう、影の憲兵団が大王に⏎知らせたかもしれない⏸それに このあたりは⏎まじょテーガンが支配しているはずだ	"No! ⏸The Shadow Military Police Corps may have already ⏎informed the Great King⏎And besides, ⏎Tegan should be in control of this area."	"No!⏸
The Grey Guards may⏎
have alerted the⏸
Shadow Lord by now!⏸
And remember that⏎
this is the realm⏸
of the sorceress⏎
Thaegan!"	
1103030c	それもそうね……	That's true too...	"Ah… yes we should⏎
be careful"	
5810104	(ジャスミンまで!?)	(Even Jasmine!?)	"(Even Jasmine is⏎
scared of her!?)"	
1303030c	あのまじょにだけは⏎見つかりたくないわ	I don't want to be found just like that.	"I… I don’t want that⏎
witch to find me"	
0a810208	そういう事だ⏎さあ、行くぞ!	That's it⏎Let's go!	"Alright! Let’s keep⏎
moving!"	
2810104	ちょっと待ってよ!	Wait a minute!	Hey! Hold on!	
0d030208	うわ!	Wow!	Gah!	
0a030208	来るな!⏎ここは底なしぬまだ!	Don't come!⏎This place is bottomless!	"Stay back! This must⏎
be quicksand!"	
0a030208	オレの事は ほうっておけ!	Leave me alone!	Go on without me!	
2810104	なに言ってるんだ!	What are you talking about?	Are you crazy!?	
1703030c	あ!	a!	Ah!	
2810104	ダメだ!	No!	No!	
0b030208	リーフ、にげ……	"Leaf, nige..."	Lief、I’m sorry…	Are we going to make Barda apologizing for dooming Lief into a running joke? I certainly hope so.
1203030c	クリー! フィリ!	Cree! Fili!	Kree! Filli!	
3810104	ああ……父さん! 母さん!	Ah... Dad! Mom!	No… Father! Mother!	
3810104	(……ここはどこだ?)	(...Where is this?)	(…Where are we?)	
0b810208	すまん……⏎オレが もっと気をつけていれば……	Sorry...⏎If only I had been more careful...	"Lief… I should have⏎
been more careful…"	
1103030c	この家の人が助けて⏎くれたのかしら?	Did someone in this household help you?	"Did the people who⏎
live here help us?"	
280109a4	オカソロラシア!	Okasororasia!	Taem hserf! 	"In the English books, these characters speak in reversed text (siht ekil). I’m not quite sure how it’s handled in Japanese.
Their text is written in katakana, which makes sense since that’s used for transcribing other languages. But reversing the katakana characters just produces more gibberish.
For now, I’m just going to pick some of there reversed lines from the book. “Fresh meat!” if you’re lazy."
280106a8	カナメキロワ!	Kaname Kilowa!	Yrgnuh era ew!	“We are hungry!”
1810104	なんて言ってるんだろう	What are you saying?	"What are they⏎
saying?"	
9810208	さあ……聞いた事のない⏎言葉だな⏸しかし これは オレたちのために⏎用意してくれたようだぞ	"Now...that's a word I've never heard before, but it looks like it was prepared for us."	"Uh… I have no idea!⏸
But look at all this⏎
meal they made us!"	
1810104	なんて しんせつな人たちなんだろう	What pitiful people!	"Wow! They are very⏎
kind people!"	
1381030c	(……いやな予感がする)	(...I have a bad feeling)	"(Something seems…⏎
wrong here…)"	
9810208	ジャスミン、しつれいだぞ	"Jasmine, I'm so tired."	"You worry too much、⏎
Jasmine"	
4810104	助けてくれた上に⏎こんなごちそうまで……⏸本当にありがとうございます	Thank you so much for helping me and for giving me such a feast...	"Thank you so much⏎
for saving us! And⏸
for giving us this⏎
incredible feast!"	
9810208	さあ、ジャスミンも	"Come on, Jasmine too."	"Come and join us、⏎
Jasmine"	
1181030c	あら、おいしい	"Oh, it's delicious"	Mmmm… it’s amazing!	
1381030c	でも、やっぱりなんだか へん	But it's still kind of weird	"But something still⏎
seems off…"	
9810208	おまえってむすめは……	You are my daughter...	"Such a scared little⏎
girl…"	
1281030c	森の生活できたえられた⏎わたしのカンをバカにしないで	Trained by life in the forest⏎Don't make fun of my abilities	"Hey! I lived in the⏎
wild all my life!⏸
Don’t question my⏎
survival skills!"	
1181030c	リーフ、何か⏎かわった事は?	"Leaf, has anything changed?"	"Lief、doesn’t some-⏎
thing seem off here?"	
3810104	べつに……	Except...	Uh… not really…	
1281030c	ベルトは?	What about the belt?	"What about the belt?⏎
Is it still safe?"	
3810104	だいじょうぶ、ベルトもあるし⏎トパーズも無事に……	"It's okay, I have the belt and Topaz is safe..."	"Yeah… I’m still⏎
wearing the belt、⏸
and the topaz is-"	
5810104	(こ、これは!?)	(T-this is it!?)	(W-what!?)	
9810208	リーフ、どうした?	"Leaf, what's wrong?"	Lief? What’s wrong?	
2810104	そうか!!	I see!!	Of course!	
501	トパーズは それを身につける者の⏎精神を強め やみから守る⏎⏎心の目をきよめ しんじつを見せる石	Topaz is a stone that strengthens the spirit and protects the wearer from darkness.It cleanses the eyes of the heart and shows one's true sense.	"The topaz has the⏎
power to open doors⏎
to the spirit world.⏎
It strengthens and⏎
clears the mind…"	
2810104	ぼくたちが見ていたのは⏎まぼろしだったんだ!⏸トパーズが しんじつを⏎見せてくれたんだ!⏸ジャスミン、きみのカンは⏎正しかった!	"What we saw was an illusion! Topaz showed us the truth! Jasmine, you were right!"	"This was all an⏎
illusion! The topaz⏸
showed me the truth!⏎
Jasmine was right!"	
0d810208	トパーズが何を見せただと?	What did Topaz show you?	"And what did it⏎
show you!?"	
2810104	ここは いごこちのいい部屋⏎なんかじゃない⏸気味の悪い かいぶつのすみかだ	This is not a cozy room⏎This is the home of a creepy creature	"This cozy house…⏸
It’s actually a⏎
monster’s lair!"	
0b810208	なんと……	What...	No…	
1281030c	にげましょう!	Let's escape!	"Well then、let’s get⏎
out of here!"	
2030104	待って! トパーズの力を!	Wait! The power of Topaz!	"Wait! Let me use the⏎
topaz again!"	
0a030208	どうすりゃいいんだ!	What should I do!	Lead the way、Lief!	
0	『しんじつにむかってとびたて』	"""Flying towards the sky"""	『Fly away!』	The puzzle here seems to be that the player has to jump on the panels that have pictures of flying animals in order to cross.
0	とび石⏎⏎近くの石をタッチすると⏎ジャンプするぞ⏎『しんじつにむかってとびたて』	Jumping stone⏎⏎Touch a nearby stone⏎⏎It will jump⏎``Jumping towards the ground''	"Stepping Stones⏎
⏎
Tap a nearby stone⏎
to jump to it! Pick⏎
the right stones!⏎
『Fly away!』"	
2801099c	くっそう! にげる気だ!	Damn it! I'm going to run away!	"No! They’re getting⏎
away!"	
280106a0	せっかく生肉が食えると⏎思ったのに	I thought I could eat raw meat.	"But I’m so hungry⏎
for some fresh meat!"	
2801099c	まだ おそくはないさ。⏎つかまえて食っちまおう!	It's not too late yet. ⏎Catch it and eat it!	"It’s not too late!⏎
Catch them!"	
9810208	なんだ、あのかいぶつは……	What is that creature...	"What… what are those⏎
horrible monsters?"	
2810104	あれが しんせつなふたりの正体!⏸あいつら、ぼくたちを⏎食べる気だったんだ!	That's the true identity of these two sinister people!⏸They wanted to ⏎eat us!	"The nice people back⏎
at the house! That’s⏸
what they really⏎
look like! They were⏸
going to eat us!"	
1302030c	うっ!	Ugh!	Ah!	
2810104	ジャスミン!!	jasmine!!	Jasmine!	
280106a0	ヒャッヒャッヒャッヒャッ!	Heyyyyyyyyyy!	Gyahahahaha!	
0a810208	来るぞ!	It's coming!	Here they come!	
2810104	あいつらは まかせて!⏎バルダはジャスミンを!	Leave them alone! ⏎ Barda takes Jasmine!	"Leave them to me!⏎
Barda、save Jasmine!"	
2801099c	なんってこった!	Oh my god!	What the-!	
280106a0	もうすこしで肉が食えたのに!	I could have eaten some more meat!	Arg! I was so close!	
1810104	いいぞ、クリー!	"Great, Cree!"	Great job、Kree!	
0a030208	くっ、ぬまのドロが重くてかなわん	"Damn, the mud from the numa is so heavy I can't beat it."	"Urg… this mud is too⏎
heavy… I can’t…"	
5030104	きみは!?	you are!?	Huh? The Ralad!	
1381030c	ふぅ……あぶなかった	Phew...that was dangerous.	Phew… that was close	
4810104	ありがとう、助かったよ。⏎ねえ、きみの名前は?	"Thank you, that was helpful. ⏎Hey, what's your name?"	"Thanks for giving us⏎
a hand!⏸
Say、what’s your⏎
name?"	
0b810208	リーフ……⏎ララド族はしゃべれないんだ	Leaf...⏎The Larado tribe can't speak.	"Lief… the Ralads⏎
cannot speak"	
500	ぼくは知りませんでした。⏎ララド族は まじょテーガンに声を⏎うばわれてしまったんですね。	I didn't know. ⏎The Larado tribe lost their voice ⏎to their girlfriend Majyo Tegan.	"I had no idea!⏎
The Ralads had their⏎
voices stolen by the⏎
sorceress Thaegan⏎"	
500	でも、そのララド族は地面に⏎文字を書いて教えてくれました。⏎彼の名前はマナス。	But the Larado tribe taught me by writing ⏎ letters on the ground. ⏎His name is Manas.	"They communicate by⏎
writing。Our new⏎
friend wrote that⏎
his name is Manus"	
500	マナスは5年もの長いあいだ⏎まじょテーガンの手下⏎『ジニとジッド』に ドレイとして⏎こきつかわれていたそうです。⏎⏎やっとの思いで にげ出したのに⏎今度は 影の憲兵団に⏎つかまってしまったそうで……	"It is said that Manas was ⏎Major Tegan's underling ⏎as a Drey in ``Jini and Gide'' and was being harassed by him for 5 long years. ⏎⏎Even though he finally managed to escape, ⏎this time he was caught by the shadow military police..."	"For 5 long years he⏎
was held captive by⏎
Thaegan’s children、⏎
Jin and Jod⏎
⏎
He finally escaped、⏎
only to be captured⏎
by the Grey Guards…⏎"	
500	だから、助けたぼくたちに 大げさなくらい⏎おれいをしてくれました。⏎⏎そして、ララド族のこきょう ララディンに⏎しょうたいしてくれたんです。	"That's why he took great care of those of us who helped him. ⏎⏎And he gave a gift to Laradin, the Kokyo of the Larado tribe."	"He thanked us for⏎
rescuing him and⏎
offered to lead us⏎
to Raladin、the home⏎
of the Ralads"	
1030104	ここが……ララディン?	This is... Laladin?	Is this… Raladin?	
1103030c	だれも住んでいないの?	No one lives there?	It looks deserted	
9030208	見ろ……あの家のとびらを	Look...at the door of that house.	"Look… on the door of⏎
that house"	
1703030c	影の大王のしるしよ	The sign of the shadow king	"The Shadow Lord’s⏎
brand!"	
0b030208	どうやらここは影の大王に⏎ほろぼされてしまったようだな	It looks like this place has been destroyed by the Great Shadow King.	"It seems that the
Shadow Lord has⏎
destroyed Raladin…"	
3030104	そんな……	Like that...	No…	
1303030c	マナスが ふいているんだわ……	Manas is flowing...	"Manus is playing a⏎
flute…"	
3810104	(なんて悲しい音色なんだ……)	(What a sad tone...)	(What a sad tune…)	
1403030c	見て! ララド族が⏎おおぜい出てきた!	Look! The Larado tribe has come out in droves!	"Look! Ralads! Lots⏎
of them!"	
0c030208	そうか!! わははは!⏸ララド族は地下にかくれていたんだ⏸さすが大工のしゅぞく!⏸おそらく地下に りっぱな町を⏎つくったんだろうよ	That's right!! Hahahaha! ⏸ The Larado tribe was hiding underground ⏸ As expected of a carpenter! ⏸ They probably built a fine town underground ⏎	"Haha! I see!⏸
The Ralads hid under-⏎
ground! They are⏸
tireless workers and⏎
clever builders!⏸
They built a whole
town underground!"	
500	マナスの命のおんじんという事で⏎ぼくたちは とても かんげいされました。⏎⏎バルダが よそうしたとおりの 町が⏎地下にありました。⏎⏎おいしい料理をたくさん食べて⏎ひさしぶりに ぐっすり ねむりました。	"⏎We were very excited because we were the guardians of Manas's life. ⏎⏎There was a town underground, just as Barda had seen. ⏎⏎She ate a lot of delicious food and fell asleep for the first time in a while."	マナスの命のおんじんという事で⏎ぼくたちは とても かんげいされました。⏎⏎バルダが よそうしたとおりの 町が⏎地下にありました。⏎⏎おいしい料理をたくさん食べて⏎ひさしぶりに ぐっすり ねむりました。	
500	あまり いごこちがいいので⏎ぼくたちは 何日ものあいだ⏎ララディンですごしました。⏎⏎バルダが怒りださなかったら⏎もっといたかもしれません。⏎父さん。⏎バルダをぼくにつけたのは せいかいです。	"It was so cozy that we spent many days at Laladin. ⏎⏎If Barda hadn't gotten angry, there might have been more. ⏎Dad. ⏎Seikai is the one who put Barda on me."	あまり いごこちがいいので⏎ぼくたちは 何日ものあいだ⏎ララディンですごしました。⏎⏎バルダが怒りださなかったら⏎もっといたかもしれません。⏎父さん。⏎バルダをぼくにつけたのは せいかいです。	
9810208	さあ、マナス。⏎もう帰っていいぞ	"Come on, Manas. ⏎You can go home now."	"There is no need for⏎
you to come any⏸
farther、Manus。You⏎
have guided us here⏸
and that is all we⏎
ask of you⏸
Go home now to your⏎
friends"	Making this closer to the book
0d810208	わたしの命はあなたの物、だと?	My life is yours?	"『You saved me from⏎
death』…⏸
『My life is⏎
yours』!?"	
1810104	ありがとう。⏎でも、もうじゅうぶんだよ	thank you. ⏎But I've had enough.	"Thank you、Manus、but⏎
you’ve done enough"	
9810208	ソルディーン?	Soldeen?	『Soldeen』…?	
1810104	それはなに?	What is that?	What does that mean?	
1281030c	何か来るわよ!	Something is coming!	Something is coming!	
5810104	(これがソルディーンなんだな……)	(This is Soldeen...)	(Soldeen!?)	
1281030c	こんな相手じゃ わたしたちの⏎こうげきなんて通用しないわ!	Our ⏎attacks won't work against someone like this!	"Our attacks are⏎
useless against a⏸
beast like this!"	
0a810208	しかし、戦うしかない!	But we have no choice but to fight!	"But we have no⏎
choice but to fight!"	
2810104	バルダ!	Barda!	Barda!	
28010b7c	ははははは……	Hahahahaha...	GRA HA HA HA!	
3810104	(わ、わらってるのか!?)	"(Wow, are you laughing!?)"	(Is it… laughing?)	
28010b7c	これは良い剣だな。⏎もらっておこう	This is a good sword. ⏎Let's get it	"WHAT A FINE SWORD!⏎
I THINK I’ll KEEP IT"	
2810104	だめだ! これは父さんが!	No! This is my father!	"No! My father’s⏎
sword!"	
2810104	やめろ!	Stop it!	Stop!	
0b810208	今はあきらめろ、リーフ	"Give up now, Leaf."	Let it go、Lief	
0b810208	いったいどうしたものかな……	I wonder what happened...	Well… now what?	
1810104	宝石は近くにあるんだ⏸ベルトがあたたかくなって⏎いるからね	The jewel is nearby ⏸ The belt is warm ⏎	"A gem is nearby!⏎
My belt is warm!"	
1281030c	わたしは ぬれて寒いけど	I'm wet and cold	"Well MY clothes are⏎
all cold and wet!"	
2810104	からむなよ、ジャスミン	"Don't mess with me, Jasmine."	"Quit joking around、⏎
Jasmine!"	
1281030c	だって!	Because!	Tsk!	
3810104	(楽しい曲だな……)⏸(デルの町にいたころは⏎楽しかったなあ……)⏸(あの町はキライだと思ってたけど⏎それでも今よりは楽しかった……)	"(That's a fun song...)⏸(When I was in Del's town ⏎It was fun...)⏸(I thought that town was disgusting, but ⏎It was still more fun than it is now…)"	"(What a nice song…)⏸
(It reminds me of my⏎
life back in Del…)⏸
(I hated it there at⏎
the time、but now…)⏸
(Compared to this⏎
place…)"	
9810208	リーフ	leaf	Lief	
1810104	なに?	what?	Yeah?	
0b810208	この旅のはてに⏎この曲のような楽しい……	At the end of this journey⏎It's fun like this song...	"If we finish this⏎
quest、I would like⏸
to hear music like⏎
this more often…"	
1481030c	うん、楽しい世界を⏎つくれるといいね	"Yeah, I hope we can create a fun world⏎"	"Yeah、I hope we can⏎
make the world a⏸
pleasant place!"	
3810104	……うん	……Yeah	…Yeah	
1810104	(そのとおりだ)⏸(前は良かったなんて⏎思っちゃいけない)⏸(この旅は未来を切り開く⏎旅なんだ)	(That's right)⏸(Don't think that things were good before)⏸(This journey is a journey that opens up the future)	"(They’re right!)⏸
(I can’t get stuck⏎
in the past)⏸
(I need to fight for⏎
a better future!)"	
28010b7c	笛をやめるな!	Don't stop playing the whistle!	KEEP PLAYING!	
28010b7c	おまえらは、なぜ⏎この きんだんの地へきた?	Why did you guys come to this kindan land?	"Why have you come to⏎
this forbidden place?"	
3810104	(何て言ったらいいんだ?)	(What should I say?)	(What should I say?)	
28010b7c	しんじつか、さもなくば死	Do it or die	"Do not try to lie、⏎
for I will know if⏸
you do、and I will⏎
kill you!"	
1810104	ぼくたちは、ある宝石を⏎さがしにきた	We came to look for a certain jewel.	"We have come to seek⏎
a certain stone、⏸
which has special⏎
meaning for us"	
28010b7c	なるほど。⏎それなら わたしが持っている⏸さて、どうしたものかな	"I see. ⏎Then I have it⏸Now, what should I do with it?"	"I know of the stone。⏎
It is in my keeping⏸
Do you think that I⏎
would let you take⏸
it、with nothing in⏎
return?"	
9030208	宝石の代わりに何がほしい?⏎言ってみろ!⏸なんでも、さがしてきてやるぞ	"What do you want instead of jewelry?⏎Tell me!⏸I'll find it for you, whatever it is."	"Name your price! If⏎
it is within our⏸
power we will pay it⏸
We will go from here⏎
and find whatever-"	
28010b7c	ギィキィキィキィー⏸石はくれてやる⏸かわりに、笛をふく⏎そいつをよこせ	"Squeaky squeaky⏸Give me the stone⏸Instead, blow the flute⏎Give me that one"	"Grargh! There is no⏎
need for you to⏸
search for my price⏸
I will give you the⏎
stone in return for⏸
a companion… give⏎
the little man to me"	
2810104	マナスを?⏎そんな事はできない!	Manas?⏎You can't do that!	Manus? We cannot-!	
28010b7c	マナスと言うのか⏸おまえは生きているかぎり……⏸いっときも休まず その笛をふいて⏎わたしの心を なぐさめるのだ	"Do you mean Manas?As long as you are alive...⏸never rest, you will blow that flute⏎to soothe my heart."	"I like his face and⏎
the music he makes⏸
He will come into⏎
the Lake with me⏸
He will play to me⏎
through the endless⏸
days、the lonely⏎
nights⏸
He will ease my pain⏎
for as long as he⏸
lives"	
1281030c	だめよ!	No!	No!	
0a810208	いかん! マナス!	No! Manas!	No、Manus!	
28010b7c	こちらへ来たがって⏎いるではないか!	There are people who want to come here!	"He wishes to join⏎
me。Let him come。"	
1281030c	じょうだんじゃない!⏎わたすものですか!	This is not a joke! ⏎Is this something you should give away?	"We will not!⏸
He would sacrifice⏎
himself for us、but⏸
we will not allow⏎
it!"	
2801077c	その男をよこせ!⏸さもないと おまえらを⏎みな殺しにするぞ!	Give me that man!⏸or I'll kill you all!	"Give him to me、or⏎
I will kill you!"	
2810104	やるなら、やってみろ!	"If you want to do it, do it!"	"Then do it!⏸
But you will have to⏎
kill your companion⏸
too、for you are too⏎
large to take one⏸
of us without the⏎
others!"	
28010b7c	おろかなやつらめ!	You idiots!	WE SHALL SEE!	
28010b7c	おまえは――マナスのために――⏎命を投げ出すと言うのか⏸マナスは……おまえたちのために⏎命を投げ出そうとした⏸むかし――ずっとむかし⏎わたしにも、そんな事が――	"Are you saying that you would give up your life for Manas? Manas was willing to give up his life for you. Once upon a time, a long time ago, it happened to me too. ―"	"You… would die for⏎
him⏸
He… would die for⏎
you⏸
And all of you would⏎
give up…⏸
Everything… for your⏎
cause…⏸
I remember… a time⏎
when I、too…⏸
Long ago… So long⏎
ago…"	
28010b7c	何かが――わたしに――⏎おこりかけている――⏸心が――きよめられている――	Something is happening to me. My heart is being purified.	"Something… is…⏎
happening to me⏸
My heart… is being…⏎
purified"	
1030104	(そうか、トパーズに こいつの⏎心が反応しているんだ!)	"(I see, this guy's ⏎heart is reacting to Topaz!)"	"(The topaz is curing
his heart!)⏎"	
28010b7c	さあ、もっていくがいい!	"Now, take it!"	Take it	
1030104	(ベルトが あつい)⏸(だからこれは⏎さがしている宝石だ)⏸(でも、ピンク色の⏎宝石なんてあったかな……)	(The belt is hot)⏸(So this is the jewel I'm looking for)⏸(But I wonder if there was a pink jewel...)	"(The belt is hot、so⏎
this must be it)⏸
(But I don’t remember⏎
a pink gem…)"	
28010b7c	どうした? 何がふまんだ?	What's wrong? What's wrong?	What is the matter?	
1030104	いや、何でもない	"No, it's nothing"	"Nothing!⏸
I have the stone。We⏎
can go。"	
3030104	(おちついて考えるんだ)⏸(そうだ、デルトラの書を思い出せ)	"(Calm down and think)⏸(Yes, remember the Book of Deltora)"	"(Calm down and try⏎
to recall the book)"	
501	いだいなるルビーは⏎こうふくのシンボル⏎⏎しかし じゃあくが近い時⏎その赤は 色あせる	"The main ruby ​​is ⏎the symbol of Koufuku⏎⏎However, when the calf is near⏎ its red color fades."	"The great ruby、⏎
symbol of happiness、⏎
red as blood、grows⏎
pale in the presence⏎
of evil…"	
2030104	(赤が色あせたらピンクになる!)⏸(つまりルビーは じゃあくな存在を⏎感じているんだ!)	"(When the red fades, it becomes pink!)⏸(In other words, Ruby feels a dangerous presence!)"	"(When red pales、
what is it but pink?)"	
2030104	みんな! 気をつけろ!	Everyone! Be careful!	Everyone! We must-!	
2030104	かくれるんだ!	Hide it!	Hide!	
0	ぼくたちが 岩のうしろに かくれた時⏎そのまじょは あらわれました。	"When we hid behind a rock, the magic appeared."	"We hid behind a rock⏎
right before⏎
something appeared!"	
0	まじょテーガン。	Really Tegan.	"The sorceress⏎
Thaegan!"	
0	テーガンは にくしみに みちた目で⏎あたりを見わたすと、⏎やがて すがたを消しました。	"Tegan looked around with sad eyes, and then disappeared."	"She looked around⏎
with hateful eyes、⏎
then disappeared"	
0	テーガンは ぼくたちを⏎さがしていました。⏎⏎きっといつか、ぼくたちを⏎見つけだして……そして命を⏎うばおうとするのでしょう。	Tegan was looking for us. ⏎⏎I'm sure someday they'll find us...and try to take our lives.	"She was looking for⏎
us! We’re safe for⏎
now、but I know some⏎
day she’ll find us⏎
and try to kill us"	
500	父さん。母さん。⏎宝石は2こになりました。⏎残りは5こです。⏎⏎ぼくたちのために……⏎デルトラの未来のために⏎いのってください。	Dad. Mother. ⏎There are now 2 jewels. ⏎There are 5 pieces left. ⏎⏎For us...⏎For the future of Deltora⏎Please pray.	"Now we have 2 of the⏎
gems。5 more remain。⏎
⏎
We must succeed。For⏎
ourselves and for⏎
the future of⏎
Deltora。"	
0	テーブルいっぱいのごちそうだ。⏎できたてほやほやの においがたまらない	A table full of feasts. ⏎The smell of freshly made food is irresistible	"A table piled with⏎
irresistible food"	
1810104	さっきから気になってたんだけど……⏎これはなんだろう?	I've been wondering about this for a while now...⏎What is this?	Hm… what is this?	"I think Lief might mean “what does that sound mean when I pick up an item?” or “what are these items that just go into my inventory?”
I don’t really like that though, so I’m ditching the 4th wall break"
1781030c	あ!	a!	Ah!	
1481030c	それはアイテムミックスに使えるわ!⏸わたしの家で そざいを使って⏎アイテムをつくる事ができるのよ!	You can use it to mix items! ⏸You can create ⏎items using Sozai at my house!	"That’s a crafting⏎
material!⏸
We can use them to⏎
make items with the⏸
tools back at my⏎
nest!"	
1810104	こんなものでつくれるの……?	Can you make something like this...?	From junk like this?	
1281030c	なによ! つくれるわよ!	What! I can make it!	"Um、yeah! I can use⏎
just about anything!"	
9810208	わかった、わかった。⏎ジャスミンならつくれるさ	"I understand, I understand. ⏎You can make it with jasmine."	"Okay、okay!⏸
We’ll let Jasmine⏎
handle that stuff"	
1481030c	あつめたそざいは メニューの⏎『そざい』で見る事ができるわよ⏸それから、わたしの家へは⏎ワールドマップから行けるからね!	You can see the collected soy sauce in the menu by clicking ⏎“Sozai”⏸And you can go to my house from ⏎World Map!	"You can check our⏎
materials from the⏸
Materials menu⏸
We can go to my nest⏎
from the world map!"	
0	『#f7ffジャスミンのまぜまぜルーム#fcff』が⏎ワールドマップに追加された!	``#f7ff Jasmine's Mazemaze Room #fcff'' has been added to the ⏎World Map!	"#f7ffJasmine’s Mixing#fcff⏎
#f7ffRoom#fcff now available!"	
