Header	Japanese	Google Translate	Translated
1303030c	たいくつなんて してるヒマはない人たち	People who don't have time to wear many shoes	
0b030208	うむ……	Hmm...	
09030208	ジャスミン……りっぱになったな⏸森で好きかってにくらしていた女の子が⏎世の中を知り、成長したというわけだ	Jasmine... she has become so beautiful ⏸ The girl who used to spend her life in the forest ⏎ learned about the world and grew up.	
1103030c	それ、ほめてるの?	Is that a compliment?	
0c030208	もちろん!	of course!	
02030104	モキートとミキータ。⏎……なんだか はらが立ってきたぞ	Mokito and Mikita. ⏎...For some reason, she's starting to get angry.	
1203030c	おそい!	Late!	
3c810668	たいくつだよ……	That's a lot...	
3d03086c	じゃあ、また 旅に出る?	So, are you going on a trip again?	
3c810668	もういい。⏎外はこわいからね	Enough is enough. ⏎It's scary outside	
3d03086c	そう、現実はおそろしいわ⏸ここで ゆめを見ながら⏎いっしょに くらしましょう⏸たいくつだけど、影の大王が見せる⏎あくむよりは ずっといいでしょ?	Yes, the reality is scary ⏸ Let's live here together while looking at the dreams ⏎ It's a lot, but it's much better than the shadow king showing us ⏎ Isn't it?	
3c810668	ねえ、ミキータ。⏸リーフたちなら どんなゆめを⏎見せてくれるかな?	Hey, Mikita. ⏸What kind of dreams will the Leafs show you?	
3d03086c	やっぱり あくむだと思うわ。⏎あの人たち きっと 怒ってるもの	I think he's going to yawn after all. ⏎Those people must be angry.	
3c810668	ひっ!	Hey!	
00000000	Q1⏎⏎ゾウがあそんでいたのは?	Q1⏎⏎What was the elephant playing with?	
00000000	Q2⏎⏎ほんものの『ネズヌク』はどれ?	Q2⏎⏎Which one is the real “Nezunuku”?	
00000000	Q3⏎⏎じゃあほんものの『マナス』はどれ?	Q3⏎⏎Then, which one is the real “Manas”?	
00000000	Q4⏎⏎食堂にかざってあった絵はどれ?	Q4⏎⏎Which picture was hanging in the dining room?	
00000000	Q5⏎⏎正しい『リーフ』はどれ?	Q5⏎⏎Which is the correct “leaf”?	
00000000	Q6⏎⏎正しい『バルダ』はどれ?	Q6⏎⏎Which is the correct “Barda”?	
00000000	Q7⏎⏎正しい『ジャスミン』はどれ?	Q7⏎⏎Which is the correct “jasmine”?	
00000000	Q8⏎⏎城のえいへいをしていたのは?	Q8⏎⏎Who was taking care of the castle?	
00000000	Q9⏎⏎ほんものの『影の大王』の⏎マークはどれ?	Q9⏎⏎Which is the ⏎ mark for the real “King of Shadows”?	
00000000	Q10⏎⏎リスメアの町のルーレットで⏎ジャスミンがもらった物はどれ?	Q10⏎⏎What did Jasmine receive from the roulette wheel in Lismere town?	
00000000	3つのまちがい⏎⏎上と下の画面にまちがっているばしょが⏎3かしょあります⏎下画面をタッチして こたえてね!	3 mistakes⏎⏎There are ⏎3 incorrect answers on the top and bottom screens⏎Touch the bottom screen to answer!	
00000000	玉であそんでいるゾウのぞうだ	It's a statue of an elephant playing with a ball.	
00000000	なにか、ふしぎなちからで⏎閉ざされている	Something is closed off in a mysterious place.	
3c810668	またゲームをしたいのかい?	Do you want to play games again?	
3c810668	そうかい じゃあ⏎先にすすむがいいさ	That's right, then ⏎You can move on first.	
3c810668	ここで いっしょに⏎くらしたいのかい?	Do you want to live here together?	
3d03086c	あなたも ものずきね⏎また来るなんて⏸ここが気に入ったのかしら	You too, Monozuki⏎I can’t wait to come again⏸I wonder if you liked it here?	
