Header	Japanese	Google Translate	Translated	Notes
5810104	ゼアンさん、どこへ?	"Zean, where are you going?"	ゼアンさん、どこへ?	
2c03063c	きまっているではありませんか。⏎さがしに行くのです	Isn't it a given? ⏎I'm going to look for it.	きまっているではありませんか。⏎さがしに行くのです	
1181030c	だれか いるわよ!	There's someone!	だれか いるわよ!	
9810208	あれは……	That is...	あれは……	
1030104	ルーカスの馬車だ!	It's Lucas's carriage!	ルーカスの馬車だ!	
1481030c	デインも いっしょかも?	Maybe Dain will be with us too?	デインも いっしょかも?	
3a810660	いやー、お元気そうで	"Well, I hope you're doing well."	いやー、お元気そうで	
19810710	やはり ここへ来たのか……⏸その様子だとダイアモンドを⏎手に入れたようだな	"Did you come here after all... ⏸ From the looks of it, it looks like you got the diamond ⏎"	やはり ここへ来たのか……⏸その様子だとダイアモンドを⏎手に入れたようだな	
2810104	……	……	……	
2c81063c	わたしはトーラ族の長⏎ゼアンと申します	"My name is Zean, the leader of the Torah tribe."	わたしはトーラ族の長⏎ゼアンと申します	
2d810740	わたしは……	I……	わたしは……	
19810710	きさまっ!!	Kimi-sama!!	きさまっ!!	
5810104	この人はもうだいじょうぶだよ	This person is okay now.	この人はもうだいじょうぶだよ	
1810104	すっかり正気にもどった。⏎エンドン国王じゃないけどね	I completely regained my sanity. ⏎He's not King Endon though.	すっかり正気にもどった。⏎エンドン国王じゃないけどね	
19810710	国王じゃない!?	Not the king!?	国王じゃない!?	
2d810740	はい。ファーディープと申します。⏎いつぞやは、たいへんなしつれいを……	yes. My name is Fardeep. ⏎Now is the time to be very gentle...	はい。ファーディープと申します。⏎いつぞやは、たいへんなしつれいを……	
19810710	ファーディープだと!?	Is it Far Deep!?	ファーディープだと!?	
0b810208	ああ⏸エンドン国王が影の大王の⏎手下になってしまった⏸だから、王国の再建なんか できない	"Ah, King Endon has become a subordinate of the Great Shadow King, so he can't rebuild the kingdom."	ああ⏸エンドン国王が影の大王の⏎手下になってしまった⏸だから、王国の再建なんか できない	
9810208	影の大王は人々に⏎そう思わせたかったんだ⏸そのために、この人に⏎エンドン国王を名乗らせた	"The Great Shadow King wanted people to think that way, so he made this person call himself King Endon."	影の大王は人々に⏎そう思わせたかったんだ⏸そのために、この人に⏎エンドン国王を名乗らせた	
1481030c	本当に信じた人もいるみたいね!	It seems like some people really believe it!	本当に信じた人もいるみたいね!	
19810710	……	……	……	
4810104	(ジャスミン、かった!)	"(Jasmine, it was!)"	(ジャスミン、かった!)	
1481030c	(うーん、いい気持ち!)	"(Mmm, feels good!)"	(うーん、いい気持ち!)	
2d030740	ところでリーフさん⏸デルトラの書を ごらんください	"By the way, Leaf-san, please take a look at Deltora's book."	ところでリーフさん⏸デルトラの書を ごらんください	
2c81063c	わたしたちに考えがあるのです	we have an idea	わたしたちに考えがあるのです	
501	アディンは 七部族を せっとくして⏎宝石をあつめた⏎⏎七つの宝石を 自分でつくった⏎ベルトにつけて こしにまいた⏎⏎すると、ベルトはたいようのように⏎光り かがやいた	Adin assisted the seven tribes and collected the jewels. He made the seven jewels himself. He put them on his belt and sprinkled them in a strainer. Then the belt shone like a star.	アディンは 七部族を せっとくして⏎宝石をあつめた⏎⏎七つの宝石を 自分でつくった⏎ベルトにつけて こしにまいた⏎⏎すると、ベルトはたいようのように⏎光り かがやいた	
501	デルトラの七部族は その光の⏎もとで だんけつして たたかった⏎⏎こうして めでたく 影の大王を⏎おいはらう事ができた	The seven tribes of Deltora fought under that light and were happily able to capture the King of Shadows.	デルトラの七部族は その光の⏎もとで だんけつして たたかった⏎⏎こうして めでたく 影の大王を⏎おいはらう事ができた	
9030208	つまり……?	In other words……?	つまり……?	
1810104	わかった! 7部族だね!	Got it! Seven tribes!	わかった! 7部族だね!	
2c03063c	そう考えて よろしいかと⏸また、7つの部族が あつまれば⏎ベルトは本来の力を 見せてくれる……	"Thinking like that, I wonder if it's okay⏸Also, if the seven tribes come together⏎the belt will show its true power..."	そう考えて よろしいかと⏸また、7つの部族が あつまれば⏎ベルトは本来の力を 見せてくれる……	
19810710	なるほど……わかった⏸では、7部族は レジスタンスの力で⏎探しだそう⏸集合ばしょは あとでれんらくする	"I see...I get it⏸Then, let's use the power of resistance to find the 7 tribes⏸We'll gather later."	なるほど……わかった⏸では、7部族は レジスタンスの力で⏎探しだそう⏸集合ばしょは あとでれんらくする	
1810104	信じて……いいんだな	Believe me...it's okay	信じて……いいんだな	
19810710	ふん。⏎影の大王にくし。それだけは同じだ	Hmm. ⏎Comb to the shadow king. That's all the same	ふん。⏎影の大王にくし。それだけは同じだ	
2c81063c	わたしたちも手伝いますよ、⏎ジョーカーさん	"We'll help you too, ⏎Joker-san."	わたしたちも手伝いますよ、⏎ジョーカーさん	
1181030c	ねえ、ジョーカー。⏎デインはどうしたの?	"Hey, Joker. ⏎What happened to Dain?"	ねえ、ジョーカー。⏎デインはどうしたの?	
19810710	……忘れろ。⏎あいつは、もういない	...Forget it. ⏎He's gone now	……忘れろ。⏎あいつは、もういない	
1781030c	どういう意味?	What does it mean?	どういう意味?	
1101030c	デインは もういないって?	Dain is gone?	デインは もういないって?	
9810208	やはり仲良くはできなかった。⏎そういう意味だろう?⏸またいつか会えるさ	"After all, we couldn't get along. ⏎That's what you mean, right?⏸We'll meet again someday"	やはり仲良くはできなかった。⏎そういう意味だろう?⏸またいつか会えるさ	
1103030c	そうね⏸デインが 本物のあとつぎなら⏎なおさらね	"Yeah, especially if Dane is the successor to the real thing."	そうね⏸デインが 本物のあとつぎなら⏎なおさらね	
1810104	うん、そうだね	"Yeah, that's right"	うん、そうだね	
9030208	さて、オレたちは どうする?	"Now, what should we do?"	さて、オレたちは どうする?	
1810104	きけんなのは わかっているけど……⏎デルへ帰ろう	"I know it's dangerous, but...⏎Let's go back to Del."	きけんなのは わかっているけど……⏎デルへ帰ろう	
0b030208	うーむ⏸ジャードたちの事が心配なのは⏎わかるが……	"Hmm⏸I understand that you are worried about the Jards, but..."	うーむ⏸ジャードたちの事が心配なのは⏎わかるが……	
1810104	それだけじゃないんだ	That's not all.	それだけじゃないんだ	
9030208	なあリーフ。⏎デルへ向かう理由はなんだ?	Hey Leaf. ⏎What is your reason for heading to Dell?	なあリーフ。⏎デルへ向かう理由はなんだ?	
1810104	……エンドン国王はトーラの町に⏎助けを求める手紙を出した⏸トーラは それを むしした⏸だったら 王は生きのびるために⏎別の土地へ行ったはずだ⏸でも、お妃(きさき)は そのころ⏎おなかに赤ちゃんがいたんだ⏸遠くへは行けないよね	"...King Endon sent a letter asking for help to the town of Thora, and Thora devoured it.Then the king would have gone to another land to survive, but the queen... At that time⏎I had a baby in my tummy⏸I couldn't go far, right?"	……エンドン国王はトーラの町に⏎助けを求める手紙を出した⏸トーラは それを むしした⏸だったら 王は生きのびるために⏎別の土地へ行ったはずだ⏸でも、お妃(きさき)は そのころ⏎おなかに赤ちゃんがいたんだ⏸遠くへは行けないよね	
9030208	なるほど……⏸王はデルから それほど⏎はなれなかったのだな	I see...the ⏸King couldn't be that far ⏎ from Del.	なるほど……⏸王はデルから それほど⏎はなれなかったのだな	
1810104	今でも ずっと住んでいるとは⏎思わないよ⏸でも、いばしょの手がかりくらいは⏎あるんじゃないかな	"Even now, I don't think he's lived here forever, but I think there are some clues about where he is."	今でも ずっと住んでいるとは⏎思わないよ⏸でも、いばしょの手がかりくらいは⏎あるんじゃないかな	
1403030c	リーフ、なんだか さえてる!	"Leaf, it's kind of cool!"	リーフ、なんだか さえてる!	
2810104	あれは!?	What is that!?	あれは!?	
0a030208	かくれろ! けんもんだ!	Hide! Fight!	かくれろ! けんもんだ!	
1d810b20	かじ屋の息子たちは見つかったか?	Have you found the blacksmith's sons?	かじ屋の息子たちは見つかったか?	
28010600	まだであります!	Not yet!	まだであります!	
1d810b20	いいか。生きたままつかまえろ⏸影の大王様、自らが⏎しょけいをお望みだ⏸思うに、かじ屋夫婦のしょけいを⏎息子に見せつけてから……ふふふふ	Listen. Catch me alive⏸The Great King of Shadows himself wants ⏎Shokei⏸I think that after showing off the ⏎Kajiya couple's ⏎Shokei to their son...Hehehehe	いいか。生きたままつかまえろ⏸影の大王様、自らが⏎しょけいをお望みだ⏸思うに、かじ屋夫婦のしょけいを⏎息子に見せつけてから……ふふふふ	
1d810b20	ふふふふ……ははははは	Hehehehe... hahahahaha	ふふふふ……ははははは	
28010600	……ファロー様?	... Mr. Farrow?	……ファロー様?	
1d810b20	ふはははは……	Hahahahaha...	ふはははは……	
1030104	父さんたちは まだ生きている……⏎そう考えていいんだよね?	"Our fathers are still alive...⏎It's okay to think that way, right?"	父さんたちは まだ生きている……⏎そう考えていいんだよね?	
9810208	ああ、そのようだ	oh it seems like that	ああ、そのようだ	
1103030c	今の、だれ?	Who is it now?	今の、だれ?	
9810208	主席大臣だと思うが……へんだぞ⏸あれはエンドン王時代の主席大臣⏎プランディンのはず⏸プランディンは16年前に⏎ジャードが倒したと聞いている	"I think it's the Chief Minister, but...that's weird⏸That's the Chief Minister during the time of King Endon⏎It should be Prandin⏸I heard that Prandin was defeated by ⏎Jard 16 years ago."	主席大臣だと思うが……へんだぞ⏸あれはエンドン王時代の主席大臣⏎プランディンのはず⏸プランディンは16年前に⏎ジャードが倒したと聞いている	
1703030c	もしかしてオル!?	Maybe Ol!?	もしかしてオル!?	
0a810208	くっ……なるほどな……	Hmm...I see...	くっ……なるほどな……	
1d810b20	ふははは	Hahahaha	ふははは	
1d810b20	そうそう、王家のあとつぎを⏎名乗るガキが うろついている⏸こっちは見つけ次第⏎きり捨ててかまわん	"That's right, there's a kid wandering around who claims to be the heir to the royal family. As soon as you find him, you can throw him away."	そうそう、王家のあとつぎを⏎名乗るガキが うろついている⏸こっちは見つけ次第⏎きり捨ててかまわん	
28010600	おかしなやつですな	That's a strange thing	おかしなやつですな	
1d810b20	だが手強いぞ。⏎気をつけろ	But it's tough. ⏎Be careful	だが手強いぞ。⏎気をつけろ	
1181030c	今のは……	The current one...	今のは……	
1030104	うん。デインの事かな	Yeah. I guess it's about Dain.	うん。デインの事かな	
9810208	わからん。⏎デインのもくてきは なんだ?⏸本当の あとつぎなら⏎だまっていた方が 安全だ⏸今だって、見つかれば⏎殺されてしまう	"I don't know. ⏎What's Dain's plan?⏸If he's the real successor, ⏎It's safer to stay quiet.Even now, if he's found, he'll be killed."	わからん。⏎デインのもくてきは なんだ?⏸本当の あとつぎなら⏎だまっていた方が 安全だ⏸今だって、見つかれば⏎殺されてしまう	
3030104	もしかして……⏎デインは おとりのつもりで……⏸あいつ、影の大王の注意を⏎自分に ひきつけようとしているんだ	Could it be...⏎Dane is acting as a bait...⏸He's trying to draw the attention of the Great Shadow King to himself?	もしかして……⏎デインは おとりのつもりで……⏸あいつ、影の大王の注意を⏎自分に ひきつけようとしているんだ	
9810208	なんのために?	For what?	なんのために?	
1030104	ぼくたちの安全のために	for our safety	ぼくたちの安全のために	
0b810208	なんてやつだ……	What a guy...	なんてやつだ……	
1103030c	どこへ行くの?	Where are you going?	どこへ行くの?	
9810208	デインが心配だ。⏎早く会わねばならん⏸しかし、おとりがデインの意志なら⏎むだにするわけにはいかん	"I'm worried about Dain. ⏎We must meet soon⏸However, if the decoy is Dain's will⏎We can't let it go to waste."	デインが心配だ。⏎早く会わねばならん⏸しかし、おとりがデインの意志なら⏎むだにするわけにはいかん	
1030104	うん、そうだね。⏎ぼくたちは かくれて進もう	"Yes, that's right. ⏎Let's hide and move forward"	うん、そうだね。⏎ぼくたちは かくれて進もう	
9810208	こっちには憲兵がいるな	There are military police here.	こっちには憲兵がいるな	
1810104	ひき返そう!	Let's turn back!	ひき返そう!	
1181030c	そうね	That's right	そうね	
1810104	こっちには憲兵がいるぞ!⏸ひき返そう!	There are military police over here! ⏸Let's turn back!	こっちには憲兵がいるぞ!⏸ひき返そう!	
1810104	なんだろう……	I wonder what it is...	なんだろう……	
9030208	気をつけろよ	Be careful	気をつけろよ	
3810104	もう……終わりだ	It's... it's over	もう……終わりだ	
3810104	こんな手紙があったよ	There was a letter like this	こんな手紙があったよ	
9810208	読め	read	読め	
3810104	うん……エンドン国王の⏎手紙だ	Yeah...it's King Endon's ⏎letter.	うん……エンドン国王の⏎手紙だ	
500	トーラは わたしを みすてた。⏎さむい。ひもじい。⏎つまと子は すでに死んでしまった。⏎わたしも まもなく続くだろう。⏎デルトラ王家は わたしで 終わる。⏎デルトラも ともに 終わるのだろう。⏎⏎#0f00#0f00#0f00#0f00#0f00デルトラさいごの王 エンドン	Thora has abandoned me. ⏎It's cold. String old man. ⏎Tsumatoko is already dead. ⏎I will probably follow suit soon. ⏎The Deltora royal family will end with me. ⏎Deltora will also end together. ⏎⏎#0f00#0f00#0f00#0f00#0f00Deltora Final King Endon	トーラは わたしを みすてた。⏎さむい。ひもじい。⏎つまと子は すでに死んでしまった。⏎わたしも まもなく続くだろう。⏎デルトラ王家は わたしで 終わる。⏎デルトラも ともに 終わるのだろう。⏎⏎#0f00#0f00#0f00#0f00#0f00デルトラさいごの王 エンドン	
1181030c	本物?	Real?	本物?	
3810104	うん。⏎国王の印が押してある	Yeah. ⏎The king's seal is stamped on it.	うん。⏎国王の印が押してある	
9810208	うむ……⏎確かに本物のようだな	Hmm...⏎It sure looks like the real thing.	うむ……⏎確かに本物のようだな	
3810104	(王と妃……⏎そして あとつぎ……)⏸(みんな ずっと前に⏎この世に いなかったなんて……)	(The king and queen...⏎And the rest...)⏸(I can't believe they weren't in this world a long time ago...)	(王と妃……⏎そして あとつぎ……)⏸(みんな ずっと前に⏎この世に いなかったなんて……)	
1201030c	なによ!⏸わたしたちの旅は⏎ぜんぶむだだったの!?	What! ⏸ Our trip was ⏎ all in vain!?	なによ!⏸わたしたちの旅は⏎ぜんぶむだだったの!?	
3810104	うん……	Yeah……	うん……	
1281030c	おかしいわ!⏸ベルトがあるじゃない⏸王家のちすじが たえているなら⏎ベルトはこわれるはずでしょ!?⏸デルトラの書にそう⏎書いてあるのよね?	"That's strange! ⏸ There's a belt ⏸ If the lineage of the royal family is standing, ⏎ the belt should be broken, right? ⏸ That's what it says in Deltora's Book, right?"	おかしいわ!⏸ベルトがあるじゃない⏸王家のちすじが たえているなら⏎ベルトはこわれるはずでしょ!?⏸デルトラの書にそう⏎書いてあるのよね?	
3810104	いや、書いてない。⏎父さんが言ってたんだ……	"No, I haven't written it. ⏎My father told me..."	いや、書いてない。⏎父さんが言ってたんだ……	
1281030c	うそつきね	You're a liar	うそつきね	
2810104	父さんは うそつきじゃない!	Dad is not a liar!	父さんは うそつきじゃない!	
1281030c	じゃあ、あなたのお父さんに⏎それを教えたのは だれ?	So who taught your father that?	じゃあ、あなたのお父さんに⏎それを教えたのは だれ?	
3810104	それは……エンドン国王だと思う	I think it's King Endon.	それは……エンドン国王だと思う	
1281030c	国王が うそつきなのね。⏎ふん! やっぱりって感じね	The king is a liar. ⏎Hmph! It feels like I knew it.	国王が うそつきなのね。⏎ふん! やっぱりって感じね	
1810104	……国王は だれから聞いたんだろう	...I wonder who heard about the king from?	……国王は だれから聞いたんだろう	
9810208	忘れるな⏸王家は 長いあいだ⏎だまされていたんだ⏸影の大王と、その手下どもにな⏸オレたちは だまされないように⏎しなくては	Don't forget that the royal family has been deceived for a long time by the Shadow King and his minions.We must avoid being deceived.	忘れるな⏸王家は 長いあいだ⏎だまされていたんだ⏸影の大王と、その手下どもにな⏸オレたちは だまされないように⏎しなくては	
9810208	クリーじゃないな	It's not Cree	クリーじゃないな	
1181030c	よくわかったわね。⏎あれは、だれかの 使者よ	I understand. ⏎That's someone's messenger.	よくわかったわね。⏎あれは、だれかの 使者よ	
9810208	だれだろう……	I wonder who it is...	だれだろう……	
1181030c	さあ。⏎行けばわかるでしょ	here we go. ⏎You'll understand if you go.	さあ。⏎行けばわかるでしょ	
1181030c	ここは……?	Here...?	ここは……?	
9030208	おそらく、ジョーカーたちのアジトだ	Probably the Joker's hideout.	おそらく、ジョーカーたちのアジトだ	
1030104	7部族があつまったんだね	7 tribes gathered together	7部族があつまったんだね	
1381030c	でも、王のあとつぎは もういないのよ	But there is no successor to the king anymore.	でも、王のあとつぎは もういないのよ	
3030104	……みんなに ほうこくしなくちゃ	...I have to give it to everyone.	……みんなに ほうこくしなくちゃ	
0	アジトをさがそう⏎⏎左右どちらかの家をタッチすると⏎アジトへの道がひらける⏎⏎おや? あそこにいる人は どこかで……?	Let's find the hideout⏎⏎Touch either the left or right house⏎The path to the hideout will open⏎⏎Oh? Is there someone over there...?	アジトをさがそう⏎⏎左右どちらかの家をタッチすると⏎アジトへの道がひらける⏎⏎おや? あそこにいる人は どこかで……?	
28010774	なんだお前たち、さては⏎何かさがしものをしているな?⏸よし、じゃあオレさまが⏎ひみつのうたを聞かせよう	"What's up with you guys? Are you looking for something? Okay, then I'll listen to your secret song."	なんだお前たち、さては⏎何かさがしものをしているな?⏸よし、じゃあオレさまが⏎ひみつのうたを聞かせよう	
28010374	ほい、ほい、ほほほい⏎ほほほいほ～い⏸ここのやつらは すぐなびく⏎風のふくまま なびくのさ⏸でも なびいちゃいけねぇ～⏸かぜになびかれるヤツは⏎正しい道を見つけられない～ん⏸だがオレは なびかない⏎風にさからい まっすぐ生きる～⏸ほい、ほい、ほほほい⏎っほっほほほほい⏸それが正しい～	"Hoi, hoi, hoho hoi⏎Hoho hoi hoi⏸These guys here are swaying right away⏎They’re swaying like the wind blows⏸But they shouldn’t be swaying~⏸Those who are swayed by the wind⏎Stay on the right path I can't find it⏸ But I don't wave ⏎ I live straight, swaying in the wind ⏸ Hoi, hoo, ho ho ho ⏎ Ho ho ho ho ho ⏸ That's right."	ほい、ほい、ほほほい⏎ほほほいほ～い⏸ここのやつらは すぐなびく⏎風のふくまま なびくのさ⏸でも なびいちゃいけねぇ～⏸かぜになびかれるヤツは⏎正しい道を見つけられない～ん⏸だがオレは なびかない⏎風にさからい まっすぐ生きる～⏸ほい、ほい、ほほほい⏎っほっほほほほい⏸それが正しい～	
28010774	あ、もうおわりだぜ	"Oh, it's over now"	あ、もうおわりだぜ	
19810710	おそかったな⏸見てくれ。⏎6部族、あつまった	It was late ⏸ Check it out. ⏎6 tribes gathered together	おそかったな⏸見てくれ。⏎6部族、あつまった	
9030208	6部族?	6 tribes?	6部族?	
19810710	あとはデル族だ。⏎リーフ、おまえが代表になれ	"The rest is the Dell tribe. ⏎Leaf, you can be the representative."	あとはデル族だ。⏎リーフ、おまえが代表になれ	
3030104	うん、でも……⏸せっかくあつまって⏎もらったけど……⏸もう、いいんだ。⏎王家のあとつぎは もういない⏸ずっと前に 死んでしまった	"Yeah, but... ⏸ I got it after all the effort to get it together... ⏸ It's okay now. ⏎There is no successor to the royal family ⏸They died a long time ago."	うん、でも……⏸せっかくあつまって⏎もらったけど……⏸もう、いいんだ。⏎王家のあとつぎは もういない⏸ずっと前に 死んでしまった	
19810710	なんだと!	What!	なんだと!	
3030104	そうなんだ。⏎ぼくたちは この目で見た	That's right. ⏎We saw it with our own eyes	そうなんだ。⏎ぼくたちは この目で見た	
0b030208	ああ。⏎ニセの なきがらをな	ah. ⏎Fake dead body	ああ。⏎ニセの なきがらをな	
3810104	そう。ニセの……ニセ!?	yes. Fake...fake!?	そう。ニセの……ニセ!?	
9030208	ああ。あれが王のはずはない	ah. That can't be the king	ああ。あれが王のはずはない	
2810104	バルダは王様に⏎会った事ないんでしょ?	"Barda has never met the king, right?"	バルダは王様に⏎会った事ないんでしょ?	
1281030c	いいかげんな事を⏎言わないでよ!	⏎Don't say such careless things!	いいかげんな事を⏎言わないでよ!	
0b030208	おまえたちこそ、あとつぎが⏎死んだなんて……	You guys are the next ones who died...	おまえたちこそ、あとつぎが⏎死んだなんて……	
9030208	そうかんたんに認めるな⏸これは オレたちから 希望を⏎うばうためのワナだ⏸エンドン王の事は⏎ジャードから何度も聞いた	Don't admit it so easily⏸This is a trap to steal hope from us⏎I've heard about King Endon many times from ⏎Jard.	そうかんたんに認めるな⏸これは オレたちから 希望を⏎うばうためのワナだ⏸エンドン王の事は⏎ジャードから何度も聞いた	
0b030208	王は 自分のおろかさをくい……⏸そのせいで国民にもたらした⏎ふこうになやみ……⏸ああ、その話をする時の⏎ジャードはなみだを流していた	"The king blamed himself for his own stupidity...⏸Because of it he caused the people⏎Namidashi...⏸Ah, when he talked about it, ⏎Jade was in a state of sadness."	王は 自分のおろかさをくい……⏸そのせいで国民にもたらした⏎ふこうになやみ……⏸ああ、その話をする時の⏎ジャードはなみだを流していた	
9030208	それほど エンドン王は⏎苦しんでいたという事だ⏸それなのに、リーフ。⏎あの手紙を思い出せ⏸国民へのわびも 自分の無念もなかった	"That's how much King Endon was ⏎suffering⏸and yet, Leaf. ⏎Remember that letter⏸There was no apology to the people, no regrets for myself."	それほど エンドン王は⏎苦しんでいたという事だ⏸それなのに、リーフ。⏎あの手紙を思い出せ⏸国民へのわびも 自分の無念もなかった	
1810104	そうか……	I see...	そうか……	
9030208	それに、手紙には印があった⏸あの印は正式なものだったが……⏸にげ出す王が 持ち出せたとは⏎思えんな⏸いつもは主席大臣が持っていたんだ	"Besides, there was a seal on the letter⏸That seal was official...⏸I don't think the king who ran away would have been able to take it⏎It was usually the chief minister who had it."	それに、手紙には印があった⏸あの印は正式なものだったが……⏸にげ出す王が 持ち出せたとは⏎思えんな⏸いつもは主席大臣が持っていたんだ	
1781030c	わたしたち、だまされたの!?	Were we fooled!?	わたしたち、だまされたの!?	
9030208	らしいな。単純なやつらだ	It seems so. They're simple guys.	らしいな。単純なやつらだ	
1810104	(早く教えてくれればいいのに)	(I wish you would tell me sooner)	(早く教えてくれればいいのに)	
0c030208	(オレも 話しながら考えたのだ)	(I was also thinking about it while talking)	(オレも 話しながら考えたのだ)	
1481030c	(なーんだ)	(What?)	(なーんだ)	
19810710	おまえたち、とんだ回り道⏎だったようだな	Looks like you guys took a rather detour⏎.	おまえたち、とんだ回り道⏎だったようだな	
2030104	もう迷わないさ	I won't be confused anymore	もう迷わないさ	
2c03063c	それではそろそろ⏎始めましょうか⏸7部族が ちかいを新たにすれば⏎ベルトは必ずや……	"Well then, it's time to get started⏸If the 7 tribes renew their efforts⏎the belt will definitely come..."	それではそろそろ⏎始めましょうか⏸7部族が ちかいを新たにすれば⏎ベルトは必ずや……	
1030104	うん。本来の持ち主のいばしょを⏎教えてくれるはず!	Yeah. They should be able to tell you the location of the original owner!	うん。本来の持ち主のいばしょを⏎教えてくれるはず!	
2c03063c	トーラ族代表ゼアン	Tora tribe representative Zean	トーラ族代表ゼアン	
3981085c	グノメ族代表グラ・ソン	"Gura Son, representative of the Gnome tribe"	グノメ族代表グラ・ソン	
2d030740	メア族を代表してわたし⏎ファーディープが……	"On behalf of the Mea tribe, I⏎Fardeep..."	メア族を代表してわたし⏎ファーディープが……	
3a810660	平原族代表ルーカスとスカール!	Plains tribe representatives Lucas and Skaar!	平原族代表ルーカスとスカール!	
2a030834	ララド族代表、マナスです	"I am Manas, representative of the Larado tribe."	ララド族代表、マナスです	
2b810938	ジャリス族の生きのこりグロック	"Grock, a survivor of the Jaris tribe"	ジャリス族の生きのこりグロック	
1030104	デル族を代表して……リーフ!	On behalf of the Dell tribe... Leaf!	デル族を代表して……リーフ!	
2c03063c	われら7部族の代表は⏎ここにつどい…⏸いにしえの ちかいを⏎新たにする事を せんげんする⏸われわれは 初代アディン国王の⏎子孫に ちゅうせいを ちかいます	The representatives of our seven tribes ⏎gather here...⏸to seek to ⏎renew an ancient promise.⏸We approach the ⏎descendants of the first King Adin.	われら7部族の代表は⏎ここにつどい…⏸いにしえの ちかいを⏎新たにする事を せんげんする⏸われわれは 初代アディン国王の⏎子孫に ちゅうせいを ちかいます	
2030104	ちかいます!	I'm coming!	ちかいます!	
5810104	あっ!	Ah!	あっ!	
2d810740	ベルトが あつくなっていますな	The belt is getting hot.	ベルトが あつくなっていますな	
1810104	うん。いるんだ。⏎王家のあとつぎが 近くにいるんだ	Yeah. There is. ⏎The next generation of the royal family is nearby.	うん。いるんだ。⏎王家のあとつぎが 近くにいるんだ	
1481030c	デイン!!⏎本当に あなただったのね!	Dane!!⏎It really was you!	デイン!!⏎本当に あなただったのね!	
19030710	まさか!⏎きさま! 生きていたとは!	No way! ⏎You are alive!	まさか!⏎きさま! 生きていたとは!	
3903085c	ジョーカー、何をする!	"Joker, what are you doing?"	ジョーカー、何をする!	
